Region,Month of Period End,Median Sale Price,Median Sale Price MoM ,Median Sale Price YoY ,Homes Sold,Homes Sold MoM ,Homes Sold YoY ,New Listings,New Listings MoM ,New Listings YoY ,Inventory,Inventory MoM , Inventory YoY ,Days on Market,Days on Market MoM,Days on Market YoY,Average Sale To List,Average Sale To List MoM ,Average Sale To List YoY ,Zip Code
"San Jose, CA - Downtown San Jose",Dec-14,$730K,0%,46%,7,0%,-22.20%,7,0%,75%,7,-36.40%,40%,73,39,-23,99.60%,-0.20%,3%,95113
"San Jose, CA - Downtown San Jose",Jan-15,$700K,-4.10%,30.80%,7,0%,-30%,6,-14.30%,-25%,7,0%,-30%,91,18,-16,96%,-3.60%,-1.90%,95113
"San Jose, CA - Downtown San Jose",Feb-15,$655K,-6.40%,12.30%,10,42.90%,0%,8,33.30%,-33.30%,9,28.60%,-25%,75,-17,-27,96.80%,0.70%,-2.50%,95113
"San Jose, CA - Downtown San Jose",Mar-15,$585K,-10.70%,11.20%,9,-10%,80%,8,0%,-38.50%,9,0%,12.50%,58,-17,-13,101%,4.20%,-1.50%,95113
"San Jose, CA - Downtown San Jose",Apr-15,$646K,10.30%,-5.40%,8,-11.10%,33.30%,12,50%,33.30%,9,0%,0%,46,-13,29,106.70%,5.70%,4.30%,95113
"San Jose, CA - Downtown San Jose",May-15,$825K,27.80%,26.90%,8,0%,-11.10%,14,16.70%,55.60%,10,11.10%,0%,45,-1,32,105.70%,-1%,4.50%,95113
"San Jose, CA - Downtown San Jose",Jun-15,$750K,-9.10%,25%,11,37.50%,10%,19,35.70%,72.70%,10,0%,0%,25,-20,10,100.30%,-5.40%,-0.40%,95113
"San Jose, CA - Downtown San Jose",Jul-15,$710K,-5.30%,15.40%,15,36.40%,50%,17,-10.50%,0%,7,-30%,-53.30%,25,0,8,98.70%,-1.60%,-1.20%,95113
"San Jose, CA - Downtown San Jose",Aug-15,$676K,-4.90%,8.50%,14,-6.70%,133.30%,17,0%,-5.60%,9,28.60%,-50%,26,1,7,97.40%,-1.30%,-3.30%,95113
"San Jose, CA - Downtown San Jose",Sep-15,$665K,-1.60%,-1.60%,8,-42.90%,-11.10%,15,-11.80%,0%,7,-22.20%,-50%,29,3,9,95%,-2.40%,-6.10%,95113
"San Jose, CA - Downtown San Jose",Oct-15,$713K,7.20%,-2.40%,7,-12.50%,0%,12,-20%,20%,7,0%,-41.70%,26,-3,6,96.30%,1.30%,-5.60%,95113
"San Jose, CA - Downtown San Jose",Nov-15,$713K,0%,-2.40%,9,28.60%,28.60%,8,-33.30%,14.30%,6,-14.30%,-45.50%,28,2,-6,101.10%,4.90%,1.30%,95113
"San Jose, CA - Downtown San Jose",Dec-15,$713K,0%,-2.40%,9,0%,28.60%,3,-62.50%,-57.10%,6,0%,-14.30%,28,0,-45,101.10%,0%,1.50%,95113
"San Jose, CA - Downtown San Jose",Jan-16,$728K,2.10%,3.90%,6,-33.30%,-14.30%,5,66.70%,-16.70%,6,0%,-14.30%,42,14,-49,100.20%,-0.90%,4.20%,95113
"San Jose, CA - Downtown San Jose",Feb-16,$670K,-7.90%,2.30%,2,-66.70%,-80%,7,40%,-12.50%,7,16.70%,-22.20%,57,15,-18,95.50%,-4.80%,-1.30%,95113
"San Jose, CA - Downtown San Jose",Mar-16,$700K,4.50%,19.70%,6,200%,-33.30%,9,28.60%,12.50%,4,-42.90%,-55.60%,28,-29,-30,102%,6.50%,1%,95113
"San Jose, CA - Downtown San Jose",Apr-16,$688K,-1.80%,6.50%,6,0%,-25%,7,-22.20%,-41.70%,4,0%,-55.60%,30,2,-16,104.50%,2.50%,-2.20%,95113
"San Jose, CA - Downtown San Jose",May-16,$745K,8.40%,-9.70%,5,-16.70%,-37.50%,10,42.90%,-28.60%,6,50%,-40%,15,-15,-30,107.90%,3.40%,2.20%,95113
"San Jose, CA - Downtown San Jose",Jun-16,$880K,18.10%,17.30%,5,0%,-54.50%,12,20%,-36.80%,7,16.70%,-30%,10,-5,-15,108.30%,0.40%,8%,95113
"San Jose, CA - Downtown San Jose",Jul-16,$885K,0.60%,24.60%,6,20%,-60%,14,16.70%,-17.60%,6,-14.30%,-14.30%,10,-1,-16,106.10%,-2.10%,7.40%,95113
"San Jose, CA - Downtown San Jose",Aug-16,$860K,-2.80%,27.30%,10,66.70%,-28.60%,9,-35.70%,-47.10%,5,-16.70%,-44.40%,12,3,-14,105.50%,-0.60%,8.10%,95113
"San Jose, CA - Downtown San Jose",Sep-16,$718K,-16.60%,8%,8,-20%,0%,7,-22.20%,-53.30%,5,0%,-28.60%,27,15,-2,104.90%,-0.60%,10%,95113
"San Jose, CA - Downtown San Jose",Oct-16,$780K,8.70%,9.50%,7,-12.50%,0%,8,14.30%,-33.30%,6,20%,-14.30%,26,-1,0,104.10%,-0.90%,7.80%,95113
"San Jose, CA - Downtown San Jose",Nov-16,$740K,-5.10%,3.90%,4,-42.90%,-55.60%,8,0%,0%,7,16.70%,16.70%,25,-2,-4,102.80%,-1.20%,1.70%,95113
"San Jose, CA - Downtown San Jose",Dec-16,$700K,-5.40%,-1.80%,9,125%,0%,7,-12.50%,133.30%,2,-71.40%,-66.70%,43,19,15,99.60%,-3.30%,-1.60%,95113
"San Jose, CA - East San Jose",Jan-12,$350K,5.90%,0.70%,7,16.70%,-41.70%,8,0%,-20%,2,-33.30%,0%,18,-7,-2,100.40%,-0.70%,0.10%,95148
"San Jose, CA - East San Jose",Feb-12,$310K,-11.40%,-11.40%,5,-28.60%,-54.50%,4,-50%,-63.60%,1,-50%,-83.30%,4,-14,-17,100.40%,0%,-0.60%,95148
"San Jose, CA - East San Jose",Mar-12,$310K,0%,-13.30%,3,-40%,-70%,3,-25%,-75%,1,0%,-80%,2,-2,-19,108.30%,7.90%,8.20%,95148
"San Jose, CA - East San Jose",Apr-12,$365K,17.70%,9.60%,5,66.70%,-16.70%,6,100%,-25%,3,200%,-25%,22,20,-104,105%,-3.30%,3.60%,95148
"San Jose, CA - East San Jose",May-12,$423K,15.80%,30.10%,6,20%,100%,6,0%,0%,1,-66.70%,-83.30%,11,-12,-11,103%,-2%,2.70%,95148
"San Jose, CA - East San Jose",Jun-12,$475K,12.20%,44.90%,7,16.70%,75%,8,33.30%,14.30%,1,0%,-83.30%,11,1,-49,104.80%,1.70%,6.60%,95148
"San Jose, CA - East San Jose",Jul-12,$551K,16.10%,64.50%,3,-57.10%,-25%,9,12.50%,12.50%,7,600%,40%,10,-1,-6,108.50%,3.80%,7.90%,95148
"San Jose, CA - East San Jose",Aug-12,$380K,-31%,18.80%,5,66.70%,-37.50%,9,0%,50%,2,-71.40%,-50%,16,6,-2,107.80%,-0.70%,6.10%,95148
"San Jose, CA - East San Jose",Sep-12,$393K,3.30%,20.80%,6,20%,0%,12,33.30%,140%,4,100%,0%,18,2,-2,106%,-1.90%,2.10%,95148
"San Jose, CA - East San Jose",Oct-12,$405K,3.20%,30.40%,7,16.70%,16.70%,7,-41.70%,16.70%,5,25%,0%,16,-2,-4,104.40%,-1.50%,0.20%,95148
"San Jose, CA - East San Jose",Nov-12,$410K,1.20%,16.80%,5,-28.60%,0%,9,28.60%,-10%,5,0%,25%,26,10,-1,105%,0.60%,-1.40%,95148
"San Jose, CA - East San Jose",Dec-12,$330K,-19.50%,-0.20%,5,0%,-16.70%,6,-33.30%,-25%,4,-20%,33.30%,9,-17,-16,100.50%,-4.50%,-0.60%,95148
"San Jose, CA - East San Jose",Jan-13,$398K,20.50%,13.60%,6,20%,-14.30%,5,-16.70%,-37.50%,2,-50%,0%,20,11,2,102.80%,2.30%,2.40%,95148
"San Jose, CA - East San Jose",Feb-13,$570K,43.40%,83.90%,4,-33.30%,-20%,4,-20%,0%,3,50%,200%,12,-8,8,99.70%,-3.10%,-0.70%,95148
"San Jose, CA - East San Jose",Mar-13,$506K,-11.20%,63.20%,5,25%,66.70%,4,0%,33.30%,4,33.30%,300%,123,111,121,100.30%,0.50%,-8.10%,95148
"San Jose, CA - East San Jose",Apr-13,$506K,0%,38.60%,3,-40%,-40%,6,50%,0%,5,25%,66.70%,137,14,115,97.30%,-3%,-7.70%,95148
"San Jose, CA - East San Jose",May-13,$523K,3.40%,23.70%,4,33.30%,-33.30%,5,-16.70%,-16.70%,4,-20%,300%,74,-64,63,100%,2.70%,-3.10%,95148
"San Jose, CA - East San Jose",Jun-13,$540K,3.30%,13.80%,1,-75%,-85.70%,3,-40%,-62.50%,4,0%,300%,8,-66,-3,108%,8%,3.20%,95148
"San Jose, CA - East San Jose",Jul-13,$540K,0%,-2%,1,0%,-66.70%,3,0%,-66.70%,4,0%,-42.90%,8,0,-2,108%,0%,-0.50%,95148
"San Jose, CA - East San Jose",Sep-13,$450K,,14.60%,1,,-83.30%,4,,-66.70%,4,,0%,2,,-16,100%,,-6%,95148
"San Jose, CA - East San Jose",Oct-13,$450K,0%,11.10%,1,0%,-85.70%,5,25%,-28.60%,7,75%,40%,2,0,-14,100%,0%,-4.40%,95148
"San Jose, CA - East San Jose",Nov-13,$470K,4.40%,14.60%,2,100%,-60%,8,60%,-11.10%,8,14.30%,60%,31,29,5,90.80%,-9.20%,-14.20%,95148
"San Jose, CA - East San Jose",Dec-13,$605K,28.70%,83.30%,2,0%,-60%,9,12.50%,50%,6,-25%,50%,37,6,28,92.30%,1.50%,-8.20%,95148
"San Jose, CA - East San Jose",Jan-14,$490K,-19%,23.30%,5,150%,-16.70%,9,0%,80%,5,-16.70%,150%,25,-12,5,98.40%,6.10%,-4.40%,95148
"San Jose, CA - East San Jose",Feb-14,$703K,43.40%,23.20%,8,60%,100%,9,0%,125%,8,60%,166.70%,16,-10,4,99.70%,1.30%,0%,95148
"San Jose, CA - East San Jose",Mar-14,$685K,-2.50%,35.40%,7,-12.50%,40%,11,22.20%,175%,8,0%,100%,17,2,-106,99.20%,-0.50%,-1%,95148
"San Jose, CA - East San Jose",Apr-14,$670K,-2.20%,32.40%,6,-14.30%,100%,10,-9.10%,66.70%,6,-25%,20%,15,-2,-122,98.10%,-1.20%,0.80%,95148
"San Jose, CA - East San Jose",May-14,$563K,-16%,7.60%,4,-33.30%,0%,8,-20%,60%,6,0%,50%,14,-1,-60,102.20%,4.10%,2.20%,95148
"San Jose, CA - East San Jose",Jun-14,$550K,-2.20%,1.90%,7,75%,600%,6,-25%,100%,7,16.70%,75%,19,5,11,101.20%,-0.90%,-6.80%,95148
"San Jose, CA - East San Jose",Jul-14,$553K,0.50%,2.30%,8,14.30%,700%,7,16.70%,133.30%,6,-14.30%,50%,46,27,38,102.20%,1%,-5.80%,95148
"San Jose, CA - East San Jose",Aug-14,$553K,0%,,10,25%,,10,42.90%,,10,66.70%,,50,4,,101.50%,-0.80%,,95148
"San Jose, CA - East San Jose",Sep-14,$580K,4.90%,28.80%,8,-20%,700%,11,10%,175%,8,-20%,100%,50,0,48,101.40%,-0.10%,1.40%,95148
"San Jose, CA - East San Jose",Oct-14,$599K,3.40%,33.10%,9,12.50%,800%,12,9.10%,140%,7,-12.50%,0%,32,-18,30,100.40%,-0.90%,0.40%,95148
"San Jose, CA - East San Jose",Nov-14,$540K,-9.90%,14.80%,9,0%,350%,8,-33.30%,0%,4,-42.90%,-50%,33,1,3,99.70%,-0.70%,8.90%,95148
"San Jose, CA - East San Jose",Dec-14,$540K,0%,-10.80%,11,22.20%,450%,5,-37.50%,-44.40%,3,-25%,-50%,30,-3,-7,101.40%,1.70%,9.10%,95148
"San Jose, CA - East San Jose",Jan-15,$535K,-0.70%,9.30%,8,-27.30%,60%,1,-80%,-88.90%,2,-33.30%,-60%,27,-3,2,100.80%,-0.60%,2.40%,95148
"San Jose, CA - East San Jose",Feb-15,$531K,-0.80%,-24.40%,5,-37.50%,-37.50%,4,300%,-55.60%,6,200%,-25%,24,-3,9,97.20%,-3.60%,-2.50%,95148
"San Jose, CA - East San Jose",Mar-15,$583K,9.60%,-15%,4,-20%,-42.90%,7,75%,-36.40%,4,-33.30%,-50%,29,5,12,94.30%,-2.90%,-4.90%,95148
"San Jose, CA - East San Jose",Apr-15,$560K,-3.90%,-16.40%,3,-25%,-50%,9,28.60%,-10%,5,25%,-16.70%,28,-1,13,94.40%,0.10%,-3.70%,95148
"San Jose, CA - East San Jose",May-15,$603K,7.60%,7.10%,6,100%,50%,9,0%,12.50%,6,20%,0%,55,27,41,99.30%,4.90%,-2.80%,95148
"San Jose, CA - East San Jose",Jun-15,$600K,-0.40%,9.10%,5,-16.70%,-28.60%,7,-22.20%,16.70%,6,0%,-14.30%,82,27,63,98.30%,-1%,-2.90%,95148
"San Jose, CA - East San Jose",Jul-15,$900K,50%,62.90%,7,40%,-12.50%,9,28.60%,28.60%,7,16.70%,16.70%,82,0,36,101.80%,3.50%,-0.40%,95148
"San Jose, CA - East San Jose",Aug-15,$938K,4.20%,69.70%,4,-42.90%,-60%,7,-22.20%,-30%,6,-14.30%,-40%,38,-45,-13,106%,4.20%,4.60%,95148
"San Jose, CA - East San Jose",Sep-15,$900K,-4%,55.30%,7,75%,-12.50%,7,0%,-36.40%,5,-16.70%,-37.50%,33,-5,-17,107.40%,1.30%,6%,95148
"San Jose, CA - East San Jose",Oct-15,$790K,-12.20%,31.90%,5,-28.60%,-44.40%,3,-57.10%,-75%,5,0%,-28.60%,33,0,1,106.10%,-1.30%,5.70%,95148
"San Jose, CA - East San Jose",Nov-15,$610K,-22.80%,13.10%,6,20%,-33.30%,3,0%,-62.50%,4,-20%,0%,45,12,12,104.20%,-2%,4.40%,95148
"San Jose, CA - East San Jose",Dec-15,$610K,0%,13.10%,2,-66.70%,-81.80%,2,-33.30%,-60%,2,-50%,-33.30%,121,76,91,98.20%,-5.90%,-3.20%,95148
"San Jose, CA - East San Jose",Jan-16,$550K,-9.80%,2.70%,4,100%,-50%,5,150%,400%,4,100%,100%,99,-23,72,98%,-0.20%,-2.80%,95148
"San Jose, CA - East San Jose",Feb-16,$550K,0%,3.50%,3,-25%,-40%,4,-20%,0%,4,0%,-33.30%,14,-85,-10,97.30%,-0.80%,0.10%,95148
"San Jose, CA - East San Jose",Mar-16,$550K,0%,-5.60%,3,0%,-25%,5,25%,-28.60%,4,0%,0%,14,0,-15,97.30%,0%,2.90%,95148
"San Jose, CA - East San Jose",Apr-16,"$1,080K",96.40%,92.90%,1,-66.70%,-66.70%,5,0%,-44.40%,5,25%,0%,14,0,-14,96.10%,-1.20%,1.70%,95148
"San Jose, CA - East San Jose",May-16,$615K,-43.10%,2.10%,1,0%,-83.30%,10,100%,11.10%,7,40%,16.70%,9,-5,-46,110%,13.90%,10.70%,95148
"San Jose, CA - East San Jose",Jun-16,$735K,19.50%,22.50%,4,300%,-20%,14,40%,100%,9,28.60%,50%,18,9,-65,101.90%,-8.10%,3.60%,95148
"San Jose, CA - East San Jose",Jul-16,$705K,-4.10%,-21.70%,7,75%,0%,14,0%,55.60%,7,-22.20%,0%,31,14,-51,100.70%,-1.20%,-1.10%,95148
"San Jose, CA - East San Jose",Aug-16,$668K,-5.30%,-28.80%,14,100%,250%,10,-28.60%,42.90%,3,-57.10%,-50%,54,23,17,98.10%,-2.60%,-8%,95148
"San Jose, CA - East San Jose",Sep-16,$654K,-2%,-27.30%,12,-14.30%,71.40%,6,-40%,-14.30%,1,-66.70%,-80%,54,0,21,97%,-1.10%,-10.40%,95148
"San Jose, CA - East San Jose",Oct-16,$660K,0.90%,-16.50%,9,-25%,80%,5,-16.70%,66.70%,3,200%,-40%,54,0,21,96.20%,-0.70%,-9.90%,95148
"San Jose, CA - East San Jose",Nov-16,$605K,-8.30%,-0.80%,2,-77.80%,-66.70%,5,0%,66.70%,5,66.70%,25%,13,-41,-32,97.30%,1.10%,-6.90%,95148
"San Jose, CA - East San Jose",Dec-16,$660K,9.10%,8.20%,1,-50%,-50%,6,20%,200%,7,40%,250%,13,0,-108,106.60%,9.30%,8.40%,95148
"San Jose, CA - Eden",May-14,$995K,,,1,,,2,,,1,,,12,,,107.60%,,,95113
"San Jose, CA - Eden",Jun-14,$995K,0%,,1,0%,,2,0%,,,,,12,0,,107.60%,0%,,95113
"San Jose, CA - Eden",Jul-14,"$1,023K",2.80%,,2,100%,,1,-50%,,,,,16,4,,106.50%,-1%,,95113
"San Jose, CA - Eden",Aug-14,"$1,050K",2.70%,,1,-50%,,,,,,,,20,4,,105.50%,-1%,,95113
"San Jose, CA - Eden",Sep-14,"$1,050K",0%,,1,0%,,,,,,,,20,0,,105.50%,0%,,95113
"San Jose, CA - Eden",Apr-15,"$1,048K",,,2,,,2,,,,,,13,,,105.40%,,,95113
"San Jose, CA - Eden",May-15,"$1,048K",0%,5.30%,2,0%,100%,1,-50%,-50%,,,,13,0,1,105.40%,0%,-2.10%,95113
"San Jose, CA - Eden",Jun-15,"$1,048K",0%,5.30%,2,0%,100%,,,,,,,13,0,1,105.40%,0%,-2.10%,95113
"San Jose, CA - Eden",Dec-15,"$1,135K",,,1,,,,,,,,,72,,,96.60%,,,95113
"San Jose, CA - Eden",Jan-16,"$1,135K",0%,,1,0%,,,,,,,,72,0,,96.60%,0%,,95113
"San Jose, CA - Eden",Feb-16,"$1,135K",0%,,1,0%,,,,,,,,72,0,,96.60%,0%,,95113
"San Jose, CA - Eden",Jun-16,"$1,000K",,-4.50%,1,,-50%,1,,,,,,79,,66,83.30%,,-22.10%,95113
"San Jose, CA - Eden",Jul-16,"$1,000K",0%,,1,0%,,,,,,,,79,0,,83.30%,0%,,95113
"San Jose, CA - Eden",Aug-16,"$1,000K",0%,,1,0%,,,,,,,,79,0,,83.30%,0%,,95113
"San Jose, CA - Erikson",Jun-12,$621K,,,2,,,2,,,,,,18,,,102%,,,95136
"San Jose, CA - Erikson",Jul-12,$621K,0%,,2,0%,,1,-50%,,,,,18,0,,102%,0%,,95136
"San Jose, CA - Erikson",Aug-12,$621K,0%,,2,0%,,,,,,,,18,0,,102%,0%,,95136
"San Jose, CA - Evergreen",Apr-16,$860K,,,1,,,1,,,,,,6,,,97.50%,,,95135
"San Jose, CA - Evergreen",May-16,$860K,0%,,1,0%,,1,0%,,,,,6,0,,97.50%,0%,,95135
"San Jose, CA - Evergreen",Jun-16,$860K,0%,,1,0%,,,,,,,,6,0,,97.50%,0%,,95135
"San Jose, CA - Evergreen",Nov-16,$968K,,,1,,,2,,,1,,,17,,,101.90%,,,95135
"San Jose, CA - Evergreen",Dec-16,$968K,0%,,1,0%,,1,-50%,,1,0%,,17,0,,101.90%,0%,,95135
"San Jose, CA - Great Oaks",Jun-12,$401K,,-19.90%,1,,0%,2,,100%,2,,0%,6,,-175,114.40%,,11.40%,95111
"San Jose, CA - Great Oaks",Jul-12,$534K,33.30%,22%,2,100%,0%,2,0%,0%,1,-50%,,6,-1,-88,112.80%,-1.60%,9.20%,95111
"San Jose, CA - Great Oaks",Aug-12,$534K,0%,27.80%,2,0%,0%,2,0%,0%,1,0%,,6,0,-199,112.80%,0%,9.60%,95111
"San Jose, CA - Great Oaks",Sep-12,$484K,-9.40%,15.80%,2,0%,0%,1,-50%,0%,,,,129,123,-76,115.90%,3%,12.60%,95111
"San Jose, CA - Great Oaks",Oct-12,$300K,-38%,-34.90%,1,-50%,0%,2,100%,100%,1,,,252,124,-151,120.50%,4.60%,18.10%,95111
"San Jose, CA - Great Oaks",Nov-12,$353K,17.50%,,2,100%,,2,0%,,1,0%,,128,-125,,110.90%,-9.60%,,95111
"San Jose, CA - Great Oaks",Dec-12,$405K,14.90%,,1,-50%,,2,0%,,,,,3,-125,,101.30%,-9.60%,,95111
"San Jose, CA - Great Oaks",Jan-13,$405K,0%,,1,0%,,1,-50%,,,,,3,0,,101.30%,0%,,95111
"San Jose, CA - Great Oaks",May-14,$625K,,,1,,,2,,,1,,,33,,,100%,,,95111
"San Jose, CA - Great Oaks",Jun-14,$625K,0%,,1,0%,,1,-50%,,1,0%,,33,0,,100%,0%,,95111
"San Jose, CA - Great Oaks",Jul-14,$625K,0%,,1,0%,,,,,1,0%,,33,0,,100%,0%,,95111
"San Jose, CA - Great Oaks",Jan-15,$868K,,,1,,,,,,1,,,149,,,97%,,,95111
"San Jose, CA - Great Oaks",Feb-15,$868K,0%,,1,0%,,,,,1,0%,,149,0,,97%,0%,,95111
"San Jose, CA - Great Oaks",Mar-15,$868K,0%,,1,0%,,,,,,,,149,0,,97%,0%,,95111
"San Jose, CA - Great Oaks",May-15,$720K,,15.20%,1,,0%,1,,-50%,,,,3,,-30,102.90%,,2.90%,95111
"San Jose, CA - Great Oaks",Jun-15,$720K,0%,15.20%,1,0%,0%,2,100%,100%,1,,0%,3,0,-30,102.90%,0%,2.90%,95111
"San Jose, CA - Great Oaks",Jul-15,$720K,0%,15.20%,1,0%,0%,2,0%,,1,0%,0%,3,0,-30,102.90%,0%,2.90%,95111
"San Jose, CA - Great Oaks",Sep-15,$910K,,,1,,,,,,,,,45,,,101.70%,,,95111
"San Jose, CA - Great Oaks",Oct-15,$910K,0%,,1,0%,,1,,,1,,,45,0,,101.70%,0%,,95111
"San Jose, CA - Great Oaks",Nov-15,$910K,0%,,1,0%,,1,0%,,,,,45,0,,101.70%,0%,,95111
"San Jose, CA - Great Oaks",Dec-15,$805K,-11.50%,,1,0%,,1,0%,,,,,32,-13,,95.30%,-6.40%,,95111
"San Jose, CA - Great Oaks",Jan-16,$805K,0%,-7.30%,1,0%,0%,,,,,,,32,0,-117,95.30%,0%,-1.70%,95111
"San Jose, CA - Great Oaks",Feb-16,$805K,0%,-7.30%,1,0%,0%,1,,,1,,0%,32,0,-117,95.30%,0%,-1.70%,95111
"San Jose, CA - Hillsdale",May-12,$692K,,,1,,,1,,,,,,5,,,108.30%,,,95124
"San Jose, CA - Hillsdale",Jun-12,$692K,0%,,1,0%,,,,,,,,5,0,,108.30%,0%,,95124
"San Jose, CA - Hillsdale",Jul-12,$692K,0%,,1,0%,,,,,,,,5,0,,108.30%,0%,,95124
"San Jose, CA - Hillsdale",Sep-13,$875K,,,1,,,,,,,,,46,,,97.20%,,,95124
"San Jose, CA - Hillsdale",Oct-13,$875K,0%,,1,0%,,,,,,,,46,0,,97.20%,0%,,95124
"San Jose, CA - Hillsdale",Nov-13,$875K,0%,,1,0%,,,,,,,,46,0,,97.20%,0%,,95124
"San Jose, CA - Holy Oaks",Nov-16,$968K,,,1,,,2,,,1,,,17,,,101.90%,,,95148
"San Jose, CA - Holy Oaks",Dec-16,$968K,0%,,1,0%,,1,-50%,,1,0%,,17,0,,101.90%,0%,,95148
"San Jose, CA - King & Story",Sep-15,$790K,,,1,,,1,,,,,,36,,,97.50%,,,95122
"San Jose, CA - King & Story",Oct-15,$790K,0%,,1,0%,,,,,,,,36,0,,97.50%,0%,,95122
"San Jose, CA - King & Story",Nov-15,$790K,0%,,1,0%,,,,,,,,36,0,,97.50%,0%,,95122
"San Jose, CA - Kooser",Feb-15,"$1,178K",,,1,,,,,,,,,230,,,95.80%,,,95118
"San Jose, CA - Kooser",Mar-15,"$1,178K",0%,,1,0%,,,,,,,,230,0,,95.80%,0%,,95118
"San Jose, CA - Kooser",Apr-15,"$1,178K",0%,,1,0%,,,,,,,,230,0,,95.80%,0%,,95118
"San Jose, CA - Kooser",May-16,"$1,250K",,,1,,,1,,,,,,10,,,113.60%,,,95118
"San Jose, CA - Kooser",Jun-16,"$1,250K",0%,,1,0%,,,,,,,,10,0,,113.60%,0%,,95118
"San Jose, CA - Kooser",Jul-16,"$1,250K",0%,,1,0%,,,,,,,,10,0,,113.60%,0%,,95118
"San Jose, CA - Loma Linda",Jan-12,$923K,-0.30%,8.50%,2,-33.30%,100%,2,0%,100%,,,,8,-1,-233,99.90%,0%,12.70%,95129
"San Jose, CA - Loma Linda",Feb-12,$920K,-0.30%,8.20%,1,-50%,0%,,,,,,,10,3,-230,96.80%,-3%,9.70%,95129
"San Jose, CA - Loma Linda",Nov-12,$985K,,5.10%,1,,-50%,,,,,,,125,,119,99.60%,,-1.90%,95129
"San Jose, CA - Loma Linda",Dec-12,"$1,043K",5.80%,12.70%,2,100%,-33.30%,1,,-50%,,,,71,-55,63,106.20%,6.60%,6.30%,95129
"San Jose, CA - Loma Linda",Jan-13,"$1,043K",0%,13%,2,0%,0%,1,0%,-50%,,,,71,0,63,106.20%,0%,6.30%,95129
"San Jose, CA - Loma Linda",Feb-13,"$1,100K",5.50%,19.60%,1,-50%,0%,1,0%,,,,,16,-55,6,112.80%,6.60%,16%,95129
"San Jose, CA - Loma Linda",Aug-13,"$1,120K",,,1,,,1,,,,,,37,,,95.30%,,,95129
"San Jose, CA - Loma Linda",Sep-13,"$1,120K",0%,,1,0%,,2,100%,,,,,37,0,,95.30%,0%,,95129
"San Jose, CA - Loma Linda",Oct-13,"$1,173K",4.70%,,2,100%,,1,-50%,,,,,24,-13,,103.60%,8.30%,,95129
"San Jose, CA - Loma Linda",Nov-13,"$1,226K",4.50%,24.40%,1,-50%,0%,1,0%,,,,,11,-13,-114,111.90%,8.30%,12.30%,95129
"San Jose, CA - Loma Linda",Dec-13,"$1,226K",0%,17.60%,1,0%,-50%,,,,,,,11,0,-60,111.90%,0%,5.70%,95129
"San Jose, CA - Loma Linda",Dec-14,"$1,514K",,23.50%,1,,0%,,,,,,,92,,81,100.90%,,-11%,95129
"San Jose, CA - Loma Linda",Jan-15,"$1,514K",0%,,1,0%,,,,,,,,92,0,,100.90%,0%,,95129
"San Jose, CA - Loma Linda",Feb-15,"$1,514K",0%,,1,0%,,,,,,,,92,0,,100.90%,0%,,95129
"San Jose, CA - Loma Linda",Jun-15,"$1,640K",,,1,,,2,,,1,,,23,,,113.10%,,,95129
"San Jose, CA - Loma Linda",Jul-15,"$1,640K",0%,,1,0%,,2,0%,,,,,23,0,,113.10%,0%,,95129
"San Jose, CA - Loma Linda",Aug-15,"$1,707K",4.10%,,2,100%,,1,-50%,,,,,23,-1,,119.90%,6.80%,,95129
"San Jose, CA - Loma Linda",Sep-15,"$1,773K",3.90%,,1,-50%,,,,,,,,22,-1,,126.60%,6.80%,,95129
"San Jose, CA - Loma Linda",Oct-15,"$1,773K",0%,,1,0%,,,,,,,,22,0,,126.60%,0%,,95129
"San Jose, CA - Loma Linda",Jul-16,"$1,900K",,15.90%,1,,0%,2,,0%,,,,16,,-7,101.70%,,-11.40%,95129
"San Jose, CA - Loma Linda",Aug-16,"$1,900K",0%,11.30%,1,0%,-50%,2,0%,100%,,,,16,0,-7,101.70%,0%,-18.20%,95129
"San Jose, CA - Loma Linda",Sep-16,"$1,838K",-3.30%,3.60%,2,100%,100%,1,-50%,,,,,16,0,-6,100.90%,-0.90%,-25.80%,95129
"San Jose, CA - Loma Linda",Oct-16,"$1,775K",-3.40%,0.10%,1,-50%,0%,,,,,,,16,0,-6,100%,-0.90%,-26.60%,95129
"San Jose, CA - Loma Linda",Nov-16,"$1,775K",0%,,1,0%,,,,,,,,16,0,,100%,0%,,95129
"San Jose, CA - Lone Bluff",Apr-12,$350K,,,1,,,1,,,,,,7,,,104.50%,,,95111
"San Jose, CA - Lone Bluff",May-12,$350K,0%,,1,0%,,1,0%,,,,,7,0,,104.50%,0%,,95111
"San Jose, CA - Lone Bluff",Jun-12,$350K,0%,,1,0%,,1,0%,,,,,7,0,,104.50%,0%,,95111
"San Jose, CA - Lone Bluff",Apr-13,$600K,,71.40%,1,,0%,1,,0%,,,,7,,0,104.30%,,-0.10%,95111
"San Jose, CA - Lone Bluff",May-13,$600K,0%,71.40%,1,0%,0%,1,0%,0%,,,,7,0,0,104.30%,0%,-0.10%,95111
"San Jose, CA - Lone Bluff",Jun-13,$600K,0%,71.40%,1,0%,0%,1,0%,0%,,,,7,0,0,104.30%,0%,-0.10%,95111
"San Jose, CA - Lone Bluff",Sep-13,$631K,,,1,,,11,,,4,,,14,,,102.90%,,,95111
