Region,Month of Period End,Median Sale Price,Median Sale Price MoM ,Median Sale Price YoY ,Homes Sold,Homes Sold MoM ,Homes Sold YoY ,New Listings,New Listings MoM ,New Listings YoY ,Inventory,Inventory MoM , Inventory YoY ,Days on Market,Days on Market MoM,Days on Market YoY,Average Sale To List,Average Sale To List MoM ,Average Sale To List YoY ,Zip Code
"San Jose, CA - East San Jose",12-Dec,$340K,1.50%,39.10%,43,19.40%,34.40%,28,-17.60%,-17.60%,11,0.00%,-69.40%,24,0,-2,103.50%,2.50%,3.40%,95148
"San Jose, CA - East San Jose",13-Jan,$350K,2.90%,32.10%,33,-23.30%,0.00%,28,0.00%,-28.20%,9,-18.20%,-67.90%,13,-11,-8,104.90%,1.40%,4.00%,95148
"San Jose, CA - East San Jose",13-Feb,$330K,-5.70%,24.50%,33,0.00%,-5.70%,19,-32.10%,-48.60%,6,-33.30%,-71.40%,13,0,-5,106.40%,1.50%,5.80%,95148
"San Jose, CA - East San Jose",13-Mar,$345K,4.50%,32.70%,23,-30.30%,-34.30%,22,15.80%,-47.60%,7,16.70%,-66.70%,13,-1,-5,106.70%,0.30%,5.10%,95148
"San Jose, CA - East San Jose",13-Apr,$350K,1.40%,33.30%,27,17.40%,-15.60%,26,18.20%,-35.00%,10,42.90%,-9.10%,12,-1,-5,105.90%,-0.80%,4.20%,95148
"San Jose, CA - East San Jose",13-May,$381K,8.80%,52.30%,26,-3.70%,-25.70%,32,23.10%,-20.00%,11,10.00%,-26.70%,11,-2,-9,105.90%,0.00%,4.20%,95148
"San Jose, CA - East San Jose",13-Jun,$433K,13.70%,73.20%,24,-7.70%,-22.60%,39,21.90%,14.70%,13,18.20%,-18.80%,11,1,-2,107.90%,2.00%,6.10%,95148
"San Jose, CA - East San Jose",13-Jul,$410K,-5.30%,62.40%,27,12.50%,-28.90%,44,12.80%,0.00%,16,23.10%,-23.80%,11,0,-9,109.10%,1.20%,7.80%,95148
"San Jose, CA - East San Jose",13-Aug,$406K,-0.90%,42.80%,36,33.30%,-10.00%,45,2.30%,0.00%,14,-12.50%,-36.40%,13,2,-8,107.20%,-1.90%,5.60%,95148
"San Jose, CA - East San Jose",13-Sep,$375K,-7.70%,25.00%,33,-8.30%,-23.30%,39,-13.30%,-11.40%,16,14.30%,45.50%,14,1,-12,106.00%,-1.20%,5.80%,95148
"San Jose, CA - East San Jose",13-Oct,$375K,0.00%,24.20%,29,-12.10%,-31.00%,33,-15.40%,0.00%,15,-6.30%,87.50%,13,-1,-11,104.90%,-1.20%,4.30%,95148
"San Jose, CA - East San Jose",13-Nov,$380K,1.30%,13.40%,22,-24.10%,-38.90%,27,-18.20%,-20.60%,14,-6.70%,27.30%,14,1,-11,102.50%,-2.40%,1.50%,95148
"San Jose, CA - East San Jose",13-Dec,$398K,4.70%,17.10%,31,40.90%,-27.90%,19,-29.60%,-32.10%,7,-50.00%,-36.40%,15,1,-10,102.80%,0.40%,-0.70%,95148
"San Jose, CA - East San Jose",14-Jan,$400K,0.50%,14.30%,29,-6.50%,-12.10%,21,10.50%,-25.00%,10,42.90%,11.10%,31,17,18,101.70%,-1.20%,-3.20%,95148
"San Jose, CA - East San Jose",14-Feb,$392K,-2.10%,18.60%,26,-10.30%,-21.20%,25,19.00%,31.60%,12,20.00%,100.00%,29,-2,16,102.00%,0.30%,-4.40%,95148
"San Jose, CA - East San Jose",14-Mar,$455K,16.30%,32.00%,24,-7.70%,4.30%,27,8.00%,22.70%,9,-25.00%,28.60%,21,-8,9,100.80%,-1.10%,-5.90%,95148
"San Jose, CA - East San Jose",14-Apr,$463K,1.60%,32.10%,23,-4.20%,-14.80%,36,33.30%,38.50%,11,22.20%,10.00%,14,-7,2,101.40%,0.50%,-4.50%,95148
"San Jose, CA - East San Jose",14-May,$464K,0.20%,21.70%,29,26.10%,11.50%,38,5.60%,18.80%,13,18.20%,18.20%,13,-1,3,102.00%,0.60%,-3.90%,95148
"San Jose, CA - East San Jose",14-Jun,$442K,-4.60%,2.10%,30,3.40%,25.00%,42,10.50%,7.70%,10,-23.10%,-23.10%,13,-1,2,102.10%,0.10%,-5.80%,95148
"San Jose, CA - East San Jose",14-Jul,$439K,-0.70%,7.10%,38,26.70%,40.70%,41,-2.40%,-6.80%,23,130.00%,43.80%,13,1,2,101.90%,-0.20%,-7.20%,95148
"San Jose, CA - East San Jose",14-Aug,$440K,0.20%,8.30%,32,-15.80%,-11.10%,36,-12.20%,-20.00%,19,-17.40%,35.70%,14,1,1,101.50%,-0.50%,-5.70%,95148
"San Jose, CA - East San Jose",14-Sep,$439K,-0.20%,17.10%,28,-12.50%,-15.20%,43,19.40%,10.30%,25,31.60%,56.30%,17,3,3,101.40%,-0.10%,-4.60%,95148
"San Jose, CA - East San Jose",14-Oct,$433K,-1.50%,15.30%,26,-7.10%,-10.30%,29,-32.60%,-12.10%,18,-28.00%,20.00%,32,16,19,100.70%,-0.70%,-4.20%,95148
"San Jose, CA - East San Jose",14-Nov,$450K,4.00%,18.40%,27,3.80%,22.70%,27,-6.90%,0.00%,13,-27.80%,-7.10%,38,6,24,100.50%,-0.20%,-1.90%,95148
"San Jose, CA - East San Jose",14-Dec,$505K,12.20%,26.90%,29,7.40%,-6.50%,19,-29.60%,0.00%,11,-15.40%,57.10%,44,7,30,100.00%,-0.60%,-2.90%,95148
"San Jose, CA - East San Jose",15-Jan,$520K,3.00%,30.00%,29,0.00%,0.00%,21,10.50%,0.00%,6,-45.50%,-40.00%,44,0,13,99.50%,-0.50%,-2.20%,95148
"San Jose, CA - East San Jose",15-Feb,$520K,0.00%,32.80%,33,13.80%,26.90%,26,23.80%,4.00%,7,16.70%,-41.70%,34,-11,5,100.40%,0.90%,-1.50%,95148
"San Jose, CA - East San Jose",15-Mar,$520K,0.00%,14.20%,31,-6.10%,29.20%,29,11.50%,7.40%,5,-28.60%,-44.40%,21,-13,0,101.70%,1.30%,0.90%,95148
"San Jose, CA - East San Jose",15-Apr,$432K,-17.00%,-6.70%,30,-3.20%,30.40%,32,10.30%,-11.10%,9,80.00%,-18.20%,13,-8,-1,103.50%,1.80%,2.10%,95148
"San Jose, CA - East San Jose",15-May,$470K,8.90%,1.40%,29,-3.30%,0.00%,37,15.60%,-2.60%,9,0.00%,-30.80%,12,-1,-1,104.10%,0.60%,2.10%,95148
"San Jose, CA - East San Jose",15-Jun,$458K,-2.60%,3.60%,28,-3.40%,-6.70%,46,24.30%,9.50%,22,144.40%,120.00%,13,1,1,104.20%,0.10%,2.10%,95148
"San Jose, CA - East San Jose",15-Jul,$520K,13.50%,18.50%,35,25.00%,-7.90%,54,17.40%,31.70%,20,-9.10%,-13.00%,15,2,2,104.60%,0.40%,2.70%,95148
"San Jose, CA - East San Jose",15-Aug,$529K,1.60%,20.10%,39,11.40%,21.90%,51,-5.60%,41.70%,17,-15.00%,-10.50%,16,1,2,105.50%,0.90%,4.10%,95148
"San Jose, CA - East San Jose",15-Sep,$524K,-0.80%,19.40%,46,17.90%,64.30%,45,-11.80%,4.70%,15,-11.80%,-40.00%,15,-2,-2,105.30%,-0.30%,3.90%,95148
"San Jose, CA - East San Jose",15-Oct,$483K,-8.00%,11.60%,40,-13.00%,53.80%,43,-4.40%,48.30%,21,40.00%,16.70%,17,3,-15,105.60%,0.30%,4.90%,95148
"San Jose, CA - East San Jose",15-Nov,$470K,-2.60%,4.40%,37,-7.50%,37.00%,33,-23.30%,22.20%,9,-57.10%,-30.80%,32,15,-6,104.10%,-1.40%,3.60%,95148
"San Jose, CA - East San Jose",15-Dec,$493K,4.80%,-2.50%,36,-2.70%,24.10%,24,-27.30%,26.30%,3,-66.70%,-72.70%,40,8,-4,103.80%,-0.30%,3.90%,95148
"San Jose, CA - East San Jose",16-Jan,$511K,3.80%,-1.70%,34,-5.60%,17.20%,15,-37.50%,-28.60%,4,33.30%,-33.30%,32,-9,-13,103.10%,-0.70%,3.60%,95148
"San Jose, CA - East San Jose",16-Feb,$511K,0.00%,-1.70%,28,-17.60%,-15.20%,35,133.30%,34.60%,11,175.00%,57.10%,27,-5,-7,102.30%,-0.70%,1.90%,95148
"San Jose, CA - East San Jose",16-Mar,$598K,16.90%,14.90%,28,0.00%,-9.70%,43,22.90%,48.30%,12,9.10%,140.00%,14,-13,-7,104.00%,1.70%,2.30%,95148
"San Jose, CA - East San Jose",16-Apr,$534K,-10.70%,23.70%,34,21.40%,13.30%,51,18.60%,59.40%,13,8.30%,44.40%,14,0,1,103.80%,-0.20%,0.30%,95148
"San Jose, CA - East San Jose",16-May,$575K,7.70%,22.30%,45,32.40%,55.20%,39,-23.50%,5.40%,6,-53.80%,-33.30%,14,0,2,105.10%,1.30%,0.90%,95148
"San Jose, CA - East San Jose",16-Jun,$570K,-0.90%,24.50%,43,-4.40%,53.60%,38,-2.60%,-17.40%,9,50.00%,-59.10%,15,1,2,104.60%,-0.40%,0.40%,95148
"San Jose, CA - East San Jose",16-Jul,$603K,5.70%,15.90%,36,-16.30%,2.90%,38,0.00%,-29.60%,14,55.60%,-30.00%,13,-3,-3,105.20%,0.60%,0.60%,95148
"San Jose, CA - East San Jose",16-Aug,$612K,1.60%,15.80%,29,-19.40%,-25.60%,46,21.10%,-9.80%,21,50.00%,23.50%,13,1,-3,105.60%,0.30%,0.00%,95148
"San Jose, CA - East San Jose",16-Sep,$598K,-2.30%,14.10%,30,3.40%,-34.80%,46,0.00%,2.20%,20,-4.80%,33.30%,16,3,2,104.80%,-0.80%,-0.50%,95148
"San Jose, CA - East San Jose",16-Oct,$602K,0.70%,24.80%,35,16.70%,-12.50%,43,-6.50%,0.00%,20,0.00%,-4.80%,28,12,11,103.70%,-1.10%,-1.80%,95148
"San Jose, CA - East San Jose",16-Nov,$597K,-0.80%,27.00%,34,-2.90%,-8.10%,32,-25.60%,-3.00%,15,-25.00%,66.70%,28,0,-5,102.60%,-1.10%,-1.50%,95148
"San Jose, CA - East San Jose",16-Dec,$631K,5.70%,28.10%,34,0.00%,-5.60%,25,-21.90%,4.20%,9,-40.00%,200.00%,40,13,0,102.60%,-0.10%,-1.30%,95148
"San Jose, CA - Eden",12-Jan,$350K,,,1,,,1,,,1,,,144,,,100.00%,,,95113
"San Jose, CA - Eden",12-Feb,$350K,0.00%,,1,0.00%,,1,0.00%,,,,,144,0,,100.00%,0.00%,,95113
"San Jose, CA - Eden",12-Mar,$370K,5.70%,-1.30%,2,100.00%,-33.30%,,,,,,,103,-41,80,100.00%,0.00%,-0.40%,95113
"San Jose, CA - Eden",12-Apr,$390K,5.40%,9.10%,1,-50.00%,-75.00%,,,,,,,62,-41,-10,100.10%,0.00%,-0.70%,95113
"San Jose, CA - Eden",12-May,$390K,0.00%,6.80%,1,0.00%,-80.00%,,,,,,,62,0,39,100.10%,0.00%,-0.30%,95113
"San Jose, CA - Eden",12-Dec,$457K,,,2,,,3,,,1,,,18,,,103.90%,,,95113
"San Jose, CA - Eden",13-Jan,$457K,0.00%,30.40%,2,0.00%,100.00%,3,0.00%,200.00%,1,0.00%,0.00%,18,0,-127,103.90%,0.00%,3.90%,95113
"San Jose, CA - Eden",13-Feb,$460K,0.80%,31.40%,3,50.00%,200.00%,2,-33.30%,100.00%,1,0.00%,,10,-8,-134,107.70%,3.80%,7.70%,95113
"San Jose, CA - Eden",13-Mar,$610K,32.60%,64.90%,1,-66.70%,-50.00%,2,0.00%,,1,0.00%,,10,0,-93,115.30%,7.60%,15.30%,95113
"San Jose, CA - Eden",13-Apr,$500K,-18.00%,28.20%,2,100.00%,100.00%,1,-50.00%,,,,,42,32,-20,106.40%,-8.90%,6.30%,95113
"San Jose, CA - Eden",13-May,$390K,-22.00%,0.00%,1,-50.00%,0.00%,2,100.00%,,1,,,74,32,12,97.50%,-8.90%,-2.60%,95113
"San Jose, CA - Eden",13-Jun,$394K,0.90%,,2,100.00%,,1,-50.00%,,1,0.00%,,67,-7,,100.30%,2.80%,,95113
"San Jose, CA - Eden",13-Jul,$397K,0.90%,,1,-50.00%,,1,0.00%,,,,,60,-7,,103.10%,2.80%,,95113
"San Jose, CA - Eden",13-Aug,$535K,34.60%,,2,100.00%,,,,,,,,54,-7,,103.30%,0.20%,,95113
"San Jose, CA - Eden",13-Sep,$672K,25.70%,,1,-50.00%,,,,,,,,47,-7,,103.50%,0.20%,,95113
"San Jose, CA - Eden",13-Oct,$672K,0.00%,,1,0.00%,,,,,,,,47,0,,103.50%,0.00%,,95113
"San Jose, CA - Eden",13-Dec,$505K,,10.60%,1,,-50.00%,1,,-66.70%,,,,19,,2,95.50%,,-8.50%,95113
"San Jose, CA - Eden",14-Jan,$505K,0.00%,10.60%,1,0.00%,-50.00%,1,0.00%,-66.70%,,,,19,0,2,95.50%,0.00%,-8.50%,95113
"San Jose, CA - Eden",14-Feb,$505K,0.00%,9.80%,1,0.00%,-66.70%,,,,,,,19,0,9,95.50%,0.00%,-12.30%,95113
"San Jose, CA - Eden",14-Nov,$519K,,,1,,,,,,,,,121,,,100.00%,,,95113
"San Jose, CA - Eden",14-Dec,$519K,0.00%,2.80%,1,0.00%,0.00%,,,,,,,121,0,102,100.00%,0.00%,4.50%,95113
"San Jose, CA - Eden",15-Jan,$519K,0.00%,2.80%,1,0.00%,0.00%,2,,100.00%,2,,,121,0,102,100.00%,0.00%,4.50%,95113
"San Jose, CA - Eden",15-Mar,$637K,,,2,,,2,,,,,,19,,,103.90%,,,95113
"San Jose, CA - Eden",15-Apr,$637K,0.00%,,2,0.00%,,,,,,,,19,0,,103.90%,0.00%,,95113
"San Jose, CA - Eden",15-May,$637K,0.00%,,2,0.00%,,,,,,,,19,0,,103.90%,0.00%,,95113
"San Jose, CA - Eden",15-Oct,$771K,,,1,,,2,,,,,,9,,,104.60%,,,95113
"San Jose, CA - Eden",15-Nov,$730K,-5.40%,40.60%,2,100.00%,100.00%,2,0.00%,,,,,12,3,-110,110.70%,6.10%,10.70%,95113
"San Jose, CA - Eden",15-Dec,$730K,0.00%,40.60%,2,0.00%,100.00%,,,,,,,12,0,-110,110.70%,0.00%,10.70%,95113
"San Jose, CA - Eden",16-Jan,$688K,-5.70%,32.60%,1,-50.00%,0.00%,,,,,,,14,3,-107,116.80%,6.10%,16.80%,95113
"San Jose, CA - Eden",16-Jun,$902K,,,2,,,2,,,,,,7,,,104.90%,,,95113
"San Jose, CA - Eden",16-Jul,$902K,0.00%,,2,0.00%,,3,50.00%,,1,,,7,0,,104.90%,0.00%,,95113
"San Jose, CA - Eden",16-Aug,$902K,0.00%,,2,0.00%,,2,-33.30%,,2,100.00%,,7,0,,104.90%,0.00%,,95113
"San Jose, CA - Eden",16-Oct,$818K,,6.10%,2,,100.00%,1,,-50.00%,,,,46,,37,100.10%,,-4.50%,95113
"San Jose, CA - Eden",16-Nov,$818K,0.00%,12.10%,2,0.00%,0.00%,,,,,,,46,0,34,100.10%,0.00%,-10.60%,95113
"San Jose, CA - Eden",16-Dec,$818K,0.00%,12.10%,2,0.00%,0.00%,,,,,,,46,0,34,100.10%,0.00%,-10.60%,95113
"San Jose, CA - Erikson",12-Feb,$410K,,,1,,,2,,,1,,,20,,,95.40%,,,95136
"San Jose, CA - Erikson",12-Mar,$410K,0.00%,,1,0.00%,,2,0.00%,,2,100.00%,,20,0,,95.40%,0.00%,,95136
"San Jose, CA - Erikson",12-Apr,$410K,0.00%,,1,0.00%,,2,0.00%,,2,0.00%,,20,0,,95.40%,0.00%,,95136
"San Jose, CA - Erikson",12-Jun,$455K,,,1,,,2,,,2,,,34,,,98.90%,,,95136
"San Jose, CA - Erikson",12-Jul,$455K,0.00%,,1,0.00%,,1,-50.00%,,2,0.00%,,34,0,,98.90%,0.00%,,95136
"San Jose, CA - Erikson",12-Aug,$455K,0.00%,,1,0.00%,,,,,2,0.00%,,34,0,,98.90%,0.00%,,95136
"San Jose, CA - Erikson",12-Nov,$369K,,-2.90%,1,,0.00%,,,,1,,,95,,-71,97.10%,,-4.20%,95136
"San Jose, CA - Erikson",12-Dec,$369K,0.00%,,1,0.00%,,,,,1,0.00%,,95,0,,97.10%,0.00%,,95136
"San Jose, CA - Erikson",13-Jan,$369K,0.00%,,1,0.00%,,,,,1,0.00%,,95,0,,97.10%,0.00%,,95136
"San Jose, CA - Erikson",13-May,$585K,,,1,,,1,,,,,,13,,,97.70%,,,95136
"San Jose, CA - Erikson",13-Jun,$585K,0.00%,28.60%,1,0.00%,0.00%,2,100.00%,0.00%,1,,-50.00%,13,0,-21,97.70%,0.00%,-1.30%,95136
"San Jose, CA - Erikson",13-Jul,$600K,2.60%,31.90%,2,100.00%,100.00%,1,-50.00%,0.00%,,,,13,-1,-22,100.20%,2.50%,1.30%,95136
"San Jose, CA - Erikson",13-Aug,$548K,-8.80%,20.30%,2,0.00%,100.00%,1,0.00%,,,,,122,110,88,104.10%,3.90%,5.20%,95136
"San Jose, CA - Erikson",13-Sep,$548K,0.00%,,2,0.00%,,2,100.00%,,1,,,122,0,,104.10%,0.00%,,95136
"San Jose, CA - Erikson",13-Oct,$591K,7.90%,,3,50.00%,,2,0.00%,,,,,16,-106,,102.40%,-1.70%,,95136
"San Jose, CA - Erikson",13-Nov,$605K,2.50%,64.00%,2,-33.30%,100.00%,2,0.00%,,,,,16,-1,-80,100.90%,-1.50%,3.80%,95136
"San Jose, CA - Erikson",13-Dec,$605K,0.00%,64.00%,2,0.00%,100.00%,,,,,,,16,0,-80,100.90%,0.00%,3.80%,95136
"San Jose, CA - Erikson",14-Mar,$606K,,,1,,,2,,,,,,10,,,106.50%,,,95136
"San Jose, CA - Erikson",14-Apr,$608K,0.30%,,2,100.00%,,3,50.00%,,1,,,8,-3,,106.90%,0.40%,,95136
"San Jose, CA - Erikson",14-May,$608K,0.00%,3.90%,2,0.00%,100.00%,2,-33.30%,100.00%,,,,8,0,-6,106.90%,0.00%,9.20%,95136
"San Jose, CA - Erikson",14-Jun,$593K,-2.50%,1.30%,2,0.00%,100.00%,1,-50.00%,-50.00%,,,,24,16,11,103.30%,-3.60%,5.60%,95136
"San Jose, CA - Erikson",14-Jul,$575K,-3.00%,-4.20%,1,-50.00%,-50.00%,1,0.00%,0.00%,1,,,42,19,30,99.30%,-3.90%,-0.90%,95136
"San Jose, CA - Erikson",14-Aug,$575K,0.00%,5.00%,1,0.00%,-50.00%,3,200.00%,200.00%,2,100.00%,,42,0,-80,99.30%,0.00%,-4.80%,95136
"San Jose, CA - Erikson",14-Sep,$583K,1.40%,6.50%,1,0.00%,-50.00%,3,0.00%,50.00%,2,0.00%,100.00%,13,-29,-109,99.00%,-0.30%,-5.10%,95136
"San Jose, CA - Erikson",14-Oct,$583K,0.00%,-1.30%,1,0.00%,-66.70%,2,-33.30%,0.00%,1,-50.00%,,13,0,-3,99.00%,0.00%,-3.40%,95136
"San Jose, CA - Erikson",14-Nov,$583K,0.00%,-3.70%,1,0.00%,-50.00%,,,,1,0.00%,,13,0,-3,99.00%,0.00%,-1.90%,95136
"San Jose, CA - Erikson",15-Jan,$595K,,,1,,,,,,,,,127,,,99.20%,,,95136
"San Jose, CA - Erikson",15-Feb,$595K,0.00%,,1,0.00%,,2,,,1,,,127,0,,99.20%,0.00%,,95136
"San Jose, CA - Erikson",15-Mar,$625K,5.00%,3.10%,3,200.00%,200.00%,3,50.00%,50.00%,,,,24,-103,14,100.40%,1.20%,-6.10%,95136
"San Jose, CA - Erikson",15-Apr,$631K,1.00%,3.80%,3,0.00%,50.00%,3,0.00%,0.00%,,,,14,-10,7,102.20%,1.90%,-4.60%,95136
"San Jose, CA - Erikson",15-May,$631K,0.00%,3.80%,3,0.00%,50.00%,2,-33.30%,0.00%,1,,,14,0,7,102.20%,0.00%,-4.60%,95136
"San Jose, CA - Erikson",15-Jun,$669K,6.00%,12.90%,2,-33.30%,0.00%,1,-50.00%,0.00%,,,,10,-4,-14,105.30%,3.10%,2.10%,95136
"San Jose, CA - Erikson",15-Jul,$668K,-0.20%,16.10%,1,-50.00%,0.00%,1,0.00%,0.00%,,,,6,-4,-36,106.00%,0.60%,6.70%,95136
"San Jose, CA - Erikson",15-Aug,$668K,0.00%,16.10%,1,0.00%,0.00%,,,,,,,6,0,-36,106.00%,0.00%,6.70%,95136
"San Jose, CA - Erikson",16-Jan,$674K,,13.30%,1,,0.00%,1,,,,,,35,,-92,105.50%,,6.30%,95136
"San Jose, CA - Erikson",16-Feb,$674K,0.00%,13.30%,1,0.00%,0.00%,1,0.00%,-50.00%,,,,35,0,-92,105.50%,0.00%,6.30%,95136
"San Jose, CA - Erikson",16-Mar,$674K,0.00%,7.80%,1,0.00%,-66.70%,,,,,,,35,0,11,105.50%,0.00%,5.10%,95136
"San Jose, CA - Erikson",16-Aug,$670K,,0.40%,2,,100.00%,3,,,,,,26,,20,103.10%,,-2.80%,95136
"San Jose, CA - Erikson",16-Sep,$670K,0.00%,,3,50.00%,,3,0.00%,,1,,,33,7,,103.70%,0.50%,,95136
"San Jose, CA - Erikson",16-Oct,$670K,0.00%,,3,0.00%,,1,-66.70%,,,,,33,0,,103.70%,0.00%,,95136
"San Jose, CA - Erikson",16-Nov,$685K,2.20%,,2,-33.30%,,1,0.00%,,,,,26,-8,,103.80%,0.20%,,95136
"San Jose, CA - Erikson",16-Dec,$700K,2.20%,,1,-50.00%,,,,,,,,18,-8,,103.00%,-0.90%,,95136
"San Jose, CA - Evergreen",12-Jan,$247K,5.30%,11.00%,23,-11.50%,43.80%,21,23.50%,-32.30%,17,6.30%,-50.00%,74,33,22,100.80%,-0.10%,1.60%,95135
"San Jose, CA - Evergreen",12-Feb,$239K,-3.40%,-7.90%,20,-13.00%,11.10%,21,0.00%,-43.20%,15,-11.80%,-60.50%,88,14,36,99.00%,-1.80%,-0.10%,95135
"San Jose, CA - Evergreen",12-Mar,$288K,20.50%,27.80%,20,0.00%,-13.00%,30,42.90%,-25.00%,17,13.30%,-50.00%,43,-45,-8,98.80%,-0.20%,2.10%,95135
"San Jose, CA - Evergreen",12-Apr,$284K,-1.20%,7.20%,26,30.00%,-16.10%,29,-3.30%,-31.00%,12,-29.40%,-60.00%,43,0,1,98.10%,-0.70%,0.30%,95135
"San Jose, CA - Evergreen",12-May,$310K,9.20%,15.90%,37,42.30%,-7.50%,31,6.90%,-11.40%,12,0.00%,-60.00%,41,-3,-2,98.20%,0.10%,0.40%,95135
"San Jose, CA - Evergreen",12-Jun,$307K,-1.10%,-8.00%,34,-8.10%,0.00%,21,-32.30%,-32.30%,8,-33.30%,-71.40%,29,-12,4,99.10%,0.90%,0.70%,95135
"San Jose, CA - Evergreen",12-Jul,$292K,-4.70%,-11.80%,32,-5.90%,10.30%,21,0.00%,-27.60%,5,-37.50%,-84.40%,29,0,-18,101.10%,2.00%,3.10%,95135
"San Jose, CA - Evergreen",12-Aug,$360K,23.30%,15.70%,27,-15.60%,12.50%,17,-19.00%,-46.90%,6,20.00%,-80.00%,25,-4,-8,102.70%,1.50%,4.40%,95135
"San Jose, CA - Evergreen",12-Sep,$408K,13.30%,53.10%,26,-3.70%,8.30%,18,5.90%,-45.50%,5,-16.70%,-80.80%,26,1,-10,103.00%,0.40%,4.50%,95135
"San Jose, CA - Evergreen",12-Oct,$456K,11.70%,62.70%,23,-11.50%,-14.80%,19,5.60%,-17.40%,9,80.00%,-55.00%,16,-10,-8,101.70%,-1.30%,2.10%,95135
"San Jose, CA - Evergreen",12-Nov,$360K,-21.00%,44.90%,16,-30.40%,-27.30%,15,-21.10%,-31.80%,4,-55.60%,-77.80%,16,0,-11,101.70%,0.00%,0.40%,95135
"San Jose, CA - Evergreen",12-Dec,$333K,-7.60%,41.80%,12,-25.00%,-53.80%,15,0.00%,-11.80%,5,25.00%,-68.80%,15,-2,-27,101.50%,-0.20%,0.60%,95135
"San Jose, CA - Evergreen",13-Jan,$295K,-11.30%,19.40%,9,-25.00%,-60.90%,11,-26.70%,-47.60%,5,0.00%,-70.60%,13,-2,-61,103.00%,1.50%,2.20%,95135
"San Jose, CA - Evergreen",13-Feb,$296K,0.30%,24.10%,13,44.40%,-35.00%,22,100.00%,4.80%,9,80.00%,-40.00%,11,-2,-77,101.70%,-1.30%,2.70%,95135
"San Jose, CA - Evergreen",13-Mar,$380K,28.40%,32.20%,23,76.90%,15.00%,37,68.20%,23.30%,13,44.40%,-23.50%,9,-2,-34,104.90%,3.20%,6.10%,95135
"San Jose, CA - Evergreen",13-Apr,$438K,15.10%,54.00%,30,30.40%,15.40%,43,16.20%,48.30%,10,-23.10%,-16.70%,10,1,-33,106.00%,1.10%,7.90%,95135
"San Jose, CA - Evergreen",13-May,$410K,-6.30%,32.30%,31,3.30%,-16.20%,44,2.30%,41.90%,13,30.00%,8.30%,10,0,-31,106.90%,0.90%,8.70%,95135
"San Jose, CA - Evergreen",13-Jun,$584K,42.40%,90.50%,32,3.20%,-5.90%,35,-20.50%,66.70%,12,-7.70%,50.00%,13,3,-16,105.30%,-1.50%,6.20%,95135
"San Jose, CA - Evergreen",13-Jul,$545K,-6.70%,86.60%,34,6.30%,6.30%,43,22.90%,104.80%,16,33.30%,220.00%,13,0,-16,104.60%,-0.70%,3.50%,95135
"San Jose, CA - Evergreen",13-Aug,$575K,5.50%,59.70%,37,8.80%,37.00%,44,2.30%,158.80%,18,12.50%,200.00%,14,1,-12,104.20%,-0.40%,1.50%,95135
"San Jose, CA - Evergreen",13-Sep,$516K,-10.30%,26.40%,35,-5.40%,34.60%,42,-4.50%,133.30%,16,-11.10%,220.00%,15,1,-11,102.90%,-1.20%,-0.10%,95135
"San Jose, CA - Evergreen",13-Oct,$518K,0.50%,13.70%,35,0.00%,52.20%,36,-14.30%,89.50%,19,18.80%,111.10%,25,10,9,101.50%,-1.40%,-0.20%,95135
"San Jose, CA - Evergreen",13-Nov,$508K,-2.00%,41.00%,32,-8.60%,100.00%,25,-30.60%,66.70%,12,-36.80%,200.00%,27,3,11,101.50%,0.00%,-0.20%,95135
"San Jose, CA - Evergreen",13-Dec,$464K,-8.60%,39.50%,29,-9.40%,141.70%,23,-8.00%,53.30%,6,-50.00%,20.00%,28,1,14,100.90%,-0.70%,-0.60%,95135
"San Jose, CA - Evergreen",14-Jan,$385K,-17.00%,30.50%,25,-13.80%,177.80%,21,-8.70%,90.90%,4,-33.30%,-20.00%,26,-2,13,101.50%,0.60%,-1.50%,95135
"San Jose, CA - Evergreen",14-Feb,$437K,13.50%,47.60%,29,16.00%,123.10%,24,14.30%,9.10%,6,50.00%,-33.30%,15,-11,4,101.30%,-0.20%,-0.40%,95135
"San Jose, CA - Evergreen",14-Mar,$449K,2.70%,18.20%,25,-13.80%,8.70%,28,16.70%,-24.30%,6,0.00%,-53.80%,14,-1,5,102.40%,1.10%,-2.60%,95135
"San Jose, CA - Evergreen",14-Apr,$475K,5.80%,8.60%,26,4.00%,-13.30%,35,25.00%,-18.60%,7,16.70%,-30.00%,12,-3,2,102.50%,0.20%,-3.50%,95135
"San Jose, CA - Evergreen",14-May,$527K,10.90%,28.50%,26,0.00%,-16.10%,38,8.60%,-13.60%,10,42.90%,-23.10%,9,-3,-1,105.20%,2.60%,-1.70%,95135
"San Jose, CA - Evergreen",14-Jun,$519K,-1.50%,-11.10%,34,30.80%,6.30%,37,-2.60%,5.70%,11,10.00%,-8.30%,11,2,-3,104.20%,-1.00%,-1.20%,95135
"San Jose, CA - Evergreen",14-Jul,$573K,10.30%,5.00%,32,-5.90%,-5.90%,37,0.00%,-14.00%,20,81.80%,25.00%,12,1,-2,103.70%,-0.40%,-0.90%,95135
"San Jose, CA - Evergreen",14-Aug,$534K,-6.80%,-7.20%,28,-12.50%,-24.30%,38,2.70%,-13.60%,17,-15.00%,-5.60%,14,2,0,102.10%,-1.60%,-2.10%,95135
