,Region,Month of Period End,Median Sale Price,Median Sale Price MoM,Median Sale Price YoY,Homes Sold,Homes Sold MoM,Homes Sold YoY,New Listings,New Listings MoM,New Listings YoY,Inventory,Inventory MoM,Inventory YoY,Days on Market,Days on Market MoM,Days on Market YoY,Average Sale To List,Average Sale To List MoM,Average Sale To List YoY,Zip Code,property_type,property_type_num,location,city,state,neighborhood,neighborhood_num,long,lat,Median_Sale_Price_Bin
2216,"San Jose, CA - Rymar",13-Apr,439000,0.0,17.9,2.0,0.0,-50.0,1.0,-50.0,-75.0,1.0,-50.0,0.0,17.0,0.0,6.0,103.0,0.0,1.0,95133.0,townhouse,1,"['San Jose', ' CA - Rymar']",san jose,ca,rymar,54,-121.8619539,37.3716914,1
2217,"San Jose, CA - Rymar",13-May,356000,-18.9,-5.1,2.0,0.0,-33.3,1.0,-50.0,-75.0,1.0,-50.0,0.0,12.0,-6.0,3.0,106.3,3.3,3.6,95133.0,townhouse,1,"['San Jose', ' CA - Rymar']",san jose,ca,rymar,54,-121.8619539,37.3716914,1
2218,"San Jose, CA - Rymar",13-Jun,362000,1.7,-4.4,1.0,-50.0,-50.0,1.0,-50.0,-75.0,1.0,-50.0,0.0,11.0,-1.0,3.0,112.4,6.1,8.4,95133.0,townhouse,1,"['San Jose', ' CA - Rymar']",san jose,ca,rymar,54,-121.8619539,37.3716914,1
2219,"San Jose, CA - Rymar",13-Jul,362000,0.0,-18.5,1.0,0.0,0.0,1.0,-50.0,-75.0,1.0,-50.0,0.0,11.0,0.0,3.0,112.4,0.0,12.4,95133.0,townhouse,1,"['San Jose', ' CA - Rymar']",san jose,ca,rymar,54,-121.8619539,37.3716914,1
2220,"San Jose, CA - Rymar",13-Nov,429000,0.0,15.8,1.0,0.0,-75.0,1.0,-50.0,-85.7,1.0,-50.0,-50.0,12.0,0.0,3.0,99.9,0.0,-2.9,95133.0,townhouse,1,"['San Jose', ' CA - Rymar']",san jose,ca,rymar,54,-121.8619539,37.3716914,1
2221,"San Jose, CA - Rymar",13-Dec,429000,0.0,9.9,1.0,0.0,-80.0,1.0,-50.0,-85.7,1.0,-50.0,-50.0,12.0,0.0,1.0,99.9,0.0,-6.2,95133.0,townhouse,1,"['San Jose', ' CA - Rymar']",san jose,ca,rymar,54,-121.8619539,37.3716914,1
2222,"San Jose, CA - Rymar",14-Jan,429000,0.0,9.9,1.0,0.0,-66.7,3.0,-50.0,-50.0,1.0,-50.0,-50.0,12.0,0.0,1.0,99.9,0.0,-9.3,95133.0,townhouse,1,"['San Jose', ' CA - Rymar']",san jose,ca,rymar,54,-121.8619539,37.3716914,1
2223,"San Jose, CA - Rymar",14-Feb,559000,30.4,11.4,2.0,100.0,0.0,3.0,0.0,50.0,1.0,-50.0,-50.0,9.0,-4.0,-9.0,109.9,10.0,-2.6,95133.0,townhouse,1,"['San Jose', ' CA - Rymar']",san jose,ca,rymar,54,-121.8619539,37.3716914,2
2224,"San Jose, CA - Rymar",14-Mar,543000,-2.9,23.6,3.0,50.0,50.0,4.0,33.3,300.0,1.0,-50.0,-50.0,9.0,1.0,-8.0,107.0,-2.9,3.9,95133.0,townhouse,1,"['San Jose', ' CA - Rymar']",san jose,ca,rymar,54,-121.8619539,37.3716914,2
2225,"San Jose, CA - Rymar",14-Apr,543000,0.0,23.6,3.0,0.0,50.0,1.0,-75.0,300.0,1.0,-50.0,-50.0,9.0,0.0,-8.0,107.0,0.0,3.9,95133.0,townhouse,1,"['San Jose', ' CA - Rymar']",san jose,ca,rymar,54,-121.8619539,37.3716914,2
2226,"San Jose, CA - Rymar",14-May,500000,-7.9,40.3,2.0,-33.3,0.0,3.0,200.0,300.0,2.0,-50.0,-50.0,21.0,12.0,10.0,100.6,-6.4,-5.8,95133.0,townhouse,1,"['San Jose', ' CA - Rymar']",san jose,ca,rymar,54,-121.8619539,37.3716914,2
2227,"San Jose, CA - Rymar",14-Jun,559000,11.9,54.4,1.0,-50.0,0.0,4.0,33.3,300.0,4.0,100.0,-50.0,18.0,-3.0,7.0,100.0,-0.6,-12.4,95133.0,townhouse,1,"['San Jose', ' CA - Rymar']",san jose,ca,rymar,54,-121.8619539,37.3716914,2
2228,"San Jose, CA - Rymar",14-Jul,560000,0.1,54.6,2.0,100.0,100.0,6.0,50.0,300.0,2.0,-50.0,-50.0,15.0,-4.0,4.0,100.1,0.1,-12.3,95133.0,townhouse,1,"['San Jose', ' CA - Rymar']",san jose,ca,rymar,54,-121.8619539,37.3716914,2
2229,"San Jose, CA - Rymar",14-Aug,568000,1.5,54.6,3.0,50.0,100.0,5.0,-16.7,300.0,3.0,50.0,-50.0,11.0,-4.0,4.0,99.7,-0.4,-12.3,95133.0,townhouse,1,"['San Jose', ' CA - Rymar']",san jose,ca,rymar,54,-121.8619539,37.3716914,2
2230,"San Jose, CA - Rymar",14-Sep,568000,0.0,54.6,3.0,0.0,100.0,3.0,-40.0,300.0,3.0,50.0,-50.0,11.0,0.0,4.0,99.7,0.0,-12.3,95133.0,townhouse,1,"['San Jose', ' CA - Rymar']",san jose,ca,rymar,54,-121.8619539,37.3716914,2
2231,"San Jose, CA - Rymar",14-Oct,564000,-0.7,54.6,4.0,33.3,100.0,1.0,-66.7,300.0,3.0,50.0,-50.0,42.0,31.0,4.0,99.6,-0.1,-12.3,95133.0,townhouse,1,"['San Jose', ' CA - Rymar']",san jose,ca,rymar,54,-121.8619539,37.3716914,2
2232,"San Jose, CA - Rymar",14-Nov,513000,-9.1,19.6,2.0,-50.0,100.0,1.0,0.0,0.0,1.0,50.0,0.0,49.0,7.0,37.0,99.7,0.1,-0.2,95133.0,townhouse,1,"['San Jose', ' CA - Rymar']",san jose,ca,rymar,54,-121.8619539,37.3716914,2
2233,"San Jose, CA - Rymar",14-Dec,513000,0.0,19.6,2.0,0.0,100.0,2.0,100.0,0.0,1.0,0.0,0.0,49.0,0.0,37.0,99.7,0.0,-0.2,95133.0,townhouse,1,"['San Jose', ' CA - Rymar']",san jose,ca,rymar,54,-121.8619539,37.3716914,2
2234,"San Jose, CA - Rymar",15-Jan,550000,7.2,28.2,2.0,0.0,100.0,4.0,100.0,33.3,1.0,0.0,0.0,23.0,-26.0,11.0,100.9,1.2,1.1,95133.0,townhouse,1,"['San Jose', ' CA - Rymar']",san jose,ca,rymar,54,-121.8619539,37.3716914,2
2235,"San Jose, CA - Rymar",15-Feb,560000,1.9,0.2,3.0,50.0,50.0,6.0,50.0,100.0,2.0,100.0,0.0,5.0,-18.0,-4.0,103.6,2.6,-6.3,95133.0,townhouse,1,"['San Jose', ' CA - Rymar']",san jose,ca,rymar,54,-121.8619539,37.3716914,2
2236,"San Jose, CA - Rymar",15-Mar,560000,0.0,3.2,6.0,100.0,100.0,6.0,0.0,50.0,2.0,100.0,0.0,9.0,4.0,-1.0,103.2,-0.4,-3.8,95133.0,townhouse,1,"['San Jose', ' CA - Rymar']",san jose,ca,rymar,54,-121.8619539,37.3716914,2
2237,"San Jose, CA - Rymar",15-Apr,595000,6.3,9.7,5.0,-16.7,66.7,4.0,-33.3,300.0,2.0,100.0,0.0,8.0,-1.0,-1.0,104.7,1.6,-2.2,95133.0,townhouse,1,"['San Jose', ' CA - Rymar']",san jose,ca,rymar,54,-121.8619539,37.3716914,2
2238,"San Jose, CA - Rymar",15-May,578000,-2.9,15.6,4.0,-20.0,100.0,4.0,0.0,33.3,1.0,100.0,-50.0,9.0,1.0,-13.0,103.7,-1.0,3.1,95133.0,townhouse,1,"['San Jose', ' CA - Rymar']",san jose,ca,rymar,54,-121.8619539,37.3716914,2
2239,"San Jose, CA - Rymar",15-Jun,605000,4.8,8.2,2.0,-50.0,100.0,5.0,25.0,25.0,3.0,200.0,-25.0,9.0,0.0,-10.0,105.5,1.8,5.5,95133.0,townhouse,1,"['San Jose', ' CA - Rymar']",san jose,ca,rymar,54,-121.8619539,37.3716914,2
2240,"San Jose, CA - Rymar",15-Jul,640000,5.8,14.4,3.0,50.0,50.0,5.0,0.0,-16.7,1.0,-66.7,-50.0,31.0,23.0,17.0,104.8,-0.8,4.7,95133.0,townhouse,1,"['San Jose', ' CA - Rymar']",san jose,ca,rymar,54,-121.8619539,37.3716914,3
2241,"San Jose, CA - Rymar",15-Aug,648000,1.2,14.0,4.0,33.3,33.3,3.0,-40.0,-40.0,1.0,0.0,-66.7,41.0,10.0,30.0,104.2,-0.6,4.4,95133.0,townhouse,1,"['San Jose', ' CA - Rymar']",san jose,ca,rymar,54,-121.8619539,37.3716914,3
2242,"San Jose, CA - Rymar",15-Sep,648000,0.0,14.0,4.0,0.0,33.3,1.0,-66.7,-66.7,1.0,0.0,-66.7,41.0,0.0,30.0,105.1,0.9,5.4,95133.0,townhouse,1,"['San Jose', ' CA - Rymar']",san jose,ca,rymar,54,-121.8619539,37.3716914,3
2243,"San Jose, CA - Rymar",15-Oct,593000,-8.5,5.1,2.0,-50.0,-50.0,2.0,100.0,100.0,1.0,0.0,-66.7,32.0,-9.0,-10.0,105.3,0.2,5.7,95133.0,townhouse,1,"['San Jose', ' CA - Rymar']",san jose,ca,rymar,54,-121.8619539,37.3716914,2
2244,"San Jose, CA - Rymar",15-Nov,588000,-0.8,14.6,2.0,0.0,0.0,1.0,-50.0,0.0,1.0,0.0,-66.7,28.0,-5.0,-21.0,103.3,-1.9,3.6,95133.0,townhouse,1,"['San Jose', ' CA - Rymar']",san jose,ca,rymar,54,-121.8619539,37.3716914,2
2245,"San Jose, CA - Rymar",15-Dec,645000,9.8,25.9,1.0,-50.0,-50.0,2.0,100.0,0.0,1.0,0.0,0.0,41.0,14.0,-8.0,98.5,-4.8,-1.2,95133.0,townhouse,1,"['San Jose', ' CA - Rymar']",san jose,ca,rymar,54,-121.8619539,37.3716914,3
2249,"San Jose, CA - Rymar",16-May,340000,9.8,-41.1,1.0,-50.0,-75.0,3.0,100.0,-25.0,1.0,0.0,0.0,10.0,14.0,2.0,97.2,-4.8,-6.6,95133.0,townhouse,1,"['San Jose', ' CA - Rymar']",san jose,ca,rymar,54,-121.8619539,37.3716914,1
2250,"San Jose, CA - Rymar",16-Jun,565000,66.2,-6.6,3.0,200.0,50.0,3.0,0.0,-40.0,1.0,0.0,0.0,10.0,0.0,2.0,104.0,6.8,-1.6,95133.0,townhouse,1,"['San Jose', ' CA - Rymar']",san jose,ca,rymar,54,-121.8619539,37.3716914,2
2251,"San Jose, CA - Rymar",16-Jul,565000,0.0,-11.7,3.0,0.0,0.0,1.0,-66.7,-80.0,1.0,0.0,0.0,10.0,0.0,-21.0,104.0,0.0,-0.8,95133.0,townhouse,1,"['San Jose', ' CA - Rymar']",san jose,ca,rymar,54,-121.8619539,37.3716914,2
2252,"San Jose, CA - Rymar",16-Aug,636000,12.5,-1.9,2.0,-33.3,-50.0,1.0,-66.7,-80.0,1.0,0.0,0.0,8.0,-2.0,-33.0,107.4,3.4,3.2,95133.0,townhouse,1,"['San Jose', ' CA - Rymar']",san jose,ca,rymar,54,-121.8619539,37.3716914,3
2253,"San Jose, CA - Rymar",16-Dec,637000,12.5,-1.2,1.0,-33.3,0.0,1.0,-66.7,-50.0,1.0,0.0,0.0,39.0,-2.0,-2.0,101.1,3.4,2.7,95133.0,townhouse,1,"['San Jose', ' CA - Rymar']",san jose,ca,rymar,54,-121.8619539,37.3716914,3
2254,"San Jose, CA - San Thomas West",14-Oct,553000,12.5,-1.2,2.0,-33.3,0.0,1.0,-66.7,-50.0,1.0,0.0,0.0,108.0,-2.0,-2.0,100.5,3.4,2.7,95130.0,townhouse,1,"['San Jose', ' CA - San Thomas West']",san jose,ca,san,55,-121.9857002,37.2876164,2
2255,"San Jose, CA - San Thomas West",14-Nov,553000,0.0,-1.2,2.0,0.0,0.0,1.0,-66.7,-50.0,1.0,0.0,0.0,108.0,0.0,-2.0,100.5,0.0,2.7,95130.0,townhouse,1,"['San Jose', ' CA - San Thomas West']",san jose,ca,san,55,-121.9857002,37.2876164,2
2256,"San Jose, CA - San Thomas West",14-Dec,553000,0.0,-1.2,2.0,0.0,0.0,1.0,-66.7,-50.0,1.0,0.0,0.0,108.0,0.0,-2.0,100.5,0.0,2.7,95130.0,townhouse,1,"['San Jose', ' CA - San Thomas West']",san jose,ca,san,55,-121.9857002,37.2876164,2
2266,"San Jose, CA - Santee",13-Nov,298000,0.0,105.5,1.0,0.0,0.0,1.0,-66.7,-50.0,1.0,0.0,0.0,105.0,0.0,103.0,101.0,0.0,-1.1,95122.0,townhouse,1,"['San Jose', ' CA - Santee']",san jose,ca,santee,56,-121.8391808,37.3304014,1
2267,"San Jose, CA - Santee",13-Dec,298000,0.0,105.5,1.0,0.0,0.0,1.0,-66.7,-50.0,1.0,0.0,0.0,105.0,0.0,103.0,101.0,0.0,-1.1,95122.0,townhouse,1,"['San Jose', ' CA - Santee']",san jose,ca,santee,56,-121.8391808,37.3304014,1
2268,"San Jose, CA - Santee",14-Jan,298000,0.0,105.5,1.0,0.0,0.0,1.0,-66.7,-50.0,1.0,0.0,0.0,105.0,0.0,103.0,101.0,0.0,-1.1,95122.0,townhouse,1,"['San Jose', ' CA - Santee']",san jose,ca,santee,56,-121.8391808,37.3304014,1
2269,"San Jose, CA - Santee",14-Jul,290000,0.0,105.5,1.0,0.0,0.0,1.0,-66.7,-50.0,1.0,0.0,0.0,23.0,0.0,103.0,96.7,0.0,-1.1,95122.0,townhouse,1,"['San Jose', ' CA - Santee']",san jose,ca,santee,56,-121.8391808,37.3304014,1
2270,"San Jose, CA - Santee",14-Aug,290000,0.0,105.5,1.0,0.0,0.0,1.0,-66.7,-50.0,1.0,0.0,0.0,23.0,0.0,103.0,96.7,0.0,-1.1,95122.0,townhouse,1,"['San Jose', ' CA - Santee']",san jose,ca,santee,56,-121.8391808,37.3304014,1
2271,"San Jose, CA - Santee",14-Sep,290000,0.0,105.5,1.0,0.0,0.0,1.0,-66.7,-50.0,1.0,0.0,0.0,23.0,0.0,103.0,96.7,0.0,-1.1,95122.0,townhouse,1,"['San Jose', ' CA - Santee']",san jose,ca,santee,56,-121.8391808,37.3304014,1
2272,"San Jose, CA - Santee",16-Jan,420000,0.0,105.5,1.0,0.0,0.0,1.0,-66.7,-50.0,1.0,0.0,0.0,46.0,0.0,103.0,105.1,0.0,-1.1,95122.0,townhouse,1,"['San Jose', ' CA - Santee']",san jose,ca,santee,56,-121.8391808,37.3304014,1
2273,"San Jose, CA - Santee",16-Feb,420000,0.0,105.5,1.0,0.0,0.0,1.0,0.0,-50.0,1.0,0.0,0.0,46.0,0.0,103.0,105.1,0.0,-1.1,95122.0,townhouse,1,"['San Jose', ' CA - Santee']",san jose,ca,santee,56,-121.8391808,37.3304014,1
2274,"San Jose, CA - Santee",16-Mar,420000,0.0,105.5,1.0,0.0,0.0,2.0,100.0,-50.0,2.0,100.0,0.0,46.0,0.0,103.0,105.1,0.0,-1.1,95122.0,townhouse,1,"['San Jose', ' CA - Santee']",san jose,ca,santee,56,-121.8391808,37.3304014,1
2275,"San Jose, CA - Santee",16-Apr,487000,16.0,105.5,2.0,100.0,0.0,2.0,0.0,-50.0,2.0,100.0,0.0,34.0,-12.0,103.0,106.4,1.3,-1.1,95122.0,townhouse,1,"['San Jose', ' CA - Santee']",san jose,ca,santee,56,-121.8391808,37.3304014,2
2276,"San Jose, CA - Santee",16-May,487000,0.0,105.5,2.0,0.0,0.0,1.0,-50.0,-50.0,2.0,100.0,0.0,34.0,0.0,103.0,106.4,0.0,-1.1,95122.0,townhouse,1,"['San Jose', ' CA - Santee']",san jose,ca,santee,56,-121.8391808,37.3304014,2
2277,"San Jose, CA - Santee",16-Jun,487000,0.0,105.5,2.0,0.0,0.0,1.0,0.0,-50.0,1.0,100.0,0.0,34.0,0.0,103.0,106.4,0.0,-1.1,95122.0,townhouse,1,"['San Jose', ' CA - Santee']",san jose,ca,santee,56,-121.8391808,37.3304014,2
0,"San Jose, CA - Alexander",Dec-13,720000,0.0,105.5,1.0,0.0,0.0,3.0,0.0,-50.0,1.0,100.0,0.0,14.0,0.0,103.0,103.0,0.0,-1.1,95116.0,multiunit,2,"['San Jose', ' CA - Alexander']",san jose,ca,alexander,0,-121.8505679,37.3558627,3
1,"San Jose, CA - Alexander",Jan-14,720000,0.0,105.5,1.0,0.0,0.0,2.0,-33.3,-50.0,1.0,0.0,0.0,14.0,0.0,103.0,103.0,0.0,-1.1,95116.0,multiunit,2,"['San Jose', ' CA - Alexander']",san jose,ca,alexander,0,-121.8505679,37.3558627,3
2,"San Jose, CA - Alexander",Feb-14,730000,1.3,105.5,2.0,100.0,0.0,2.0,-33.3,-50.0,1.0,0.0,0.0,14.0,-1.0,103.0,104.4,1.4,-1.1,95116.0,multiunit,2,"['San Jose', ' CA - Alexander']",san jose,ca,alexander,0,-121.8505679,37.3558627,3
3,"San Jose, CA - Alexander",Mar-14,739000,1.3,105.5,1.0,-50.0,0.0,2.0,-33.3,-50.0,1.0,0.0,0.0,13.0,-1.0,103.0,105.7,1.4,-1.1,95116.0,multiunit,2,"['San Jose', ' CA - Alexander']",san jose,ca,alexander,0,-121.8505679,37.3558627,3
4,"San Jose, CA - Alexander",Apr-14,739000,0.0,105.5,1.0,0.0,0.0,2.0,-33.3,-50.0,1.0,0.0,0.0,13.0,0.0,103.0,105.7,0.0,-1.1,95116.0,multiunit,2,"['San Jose', ' CA - Alexander']",san jose,ca,alexander,0,-121.8505679,37.3558627,3
5,"San Jose, CA - Alexander",Dec-14,780000,0.0,8.3,1.0,0.0,0.0,1.0,-33.3,-66.7,1.0,0.0,0.0,17.0,0.0,3.0,107.6,0.0,4.6,95116.0,multiunit,2,"['San Jose', ' CA - Alexander']",san jose,ca,alexander,0,-121.8505679,37.3558627,3
6,"San Jose, CA - Alexander",Jan-15,780000,0.0,8.3,1.0,0.0,0.0,1.0,-33.3,-66.7,1.0,0.0,0.0,17.0,0.0,3.0,107.6,0.0,4.6,95116.0,multiunit,2,"['San Jose', ' CA - Alexander']",san jose,ca,alexander,0,-121.8505679,37.3558627,3
7,"San Jose, CA - Alexander",Feb-15,780000,0.0,6.9,1.0,0.0,-50.0,1.0,-33.3,-66.7,1.0,0.0,0.0,17.0,0.0,4.0,107.6,0.0,3.2,95116.0,multiunit,2,"['San Jose', ' CA - Alexander']",san jose,ca,alexander,0,-121.8505679,37.3558627,3
13,"San Jose, CA - Alma-Almaden",Jan-12,500000,0.0,6.9,1.0,0.0,-50.0,1.0,-33.3,-66.7,1.0,0.0,0.0,154.0,0.0,4.0,100.0,0.0,3.2,95125.0,multiunit,2,"['San Jose', ' CA - Alma-Almaden']",san jose,ca,alma-almaden,1,-121.8904136,37.2909813,2
14,"San Jose, CA - Alma-Almaden",Feb-12,500000,0.0,6.9,1.0,0.0,-50.0,1.0,-33.3,-66.7,1.0,0.0,0.0,154.0,0.0,4.0,100.0,0.0,3.2,95125.0,multiunit,2,"['San Jose', ' CA - Alma-Almaden']",san jose,ca,alma-almaden,1,-121.8904136,37.2909813,2
15,"San Jose, CA - Alma-Almaden",Mar-12,500000,0.0,6.9,1.0,0.0,-50.0,1.0,-33.3,-66.7,1.0,0.0,0.0,154.0,0.0,4.0,100.0,0.0,3.2,95125.0,multiunit,2,"['San Jose', ' CA - Alma-Almaden']",san jose,ca,alma-almaden,1,-121.8904136,37.2909813,2
16,"San Jose, CA - Almaden Valley",Jul-12,800000,0.0,-6.9,1.0,0.0,-50.0,1.0,-33.3,-66.7,1.0,0.0,0.0,21.0,0.0,-36.0,97.0,0.0,-0.8,95120.0,multiunit,2,"['San Jose', ' CA - Almaden Valley']",san jose,ca,almaden,2,-121.8448745,37.1696999,4
17,"San Jose, CA - Almaden Valley",Aug-12,800000,0.0,-6.9,1.0,0.0,-50.0,1.0,-33.3,-66.7,1.0,0.0,0.0,21.0,0.0,-36.0,97.0,0.0,-0.8,95120.0,multiunit,2,"['San Jose', ' CA - Almaden Valley']",san jose,ca,almaden,2,-121.8448745,37.1696999,4
18,"San Jose, CA - Almaden Valley",Sep-12,800000,0.0,-6.9,1.0,0.0,-50.0,1.0,-33.3,-66.7,1.0,0.0,0.0,21.0,0.0,-36.0,97.0,0.0,-0.8,95120.0,multiunit,2,"['San Jose', ' CA - Almaden Valley']",san jose,ca,almaden,2,-121.8448745,37.1696999,4
19,"San Jose, CA - Almaden Valley",Nov-13,953000,0.0,-6.9,1.0,0.0,-50.0,1.0,-33.3,-66.7,1.0,0.0,0.0,24.0,0.0,-36.0,100.3,0.0,-0.8,95120.0,multiunit,2,"['San Jose', ' CA - Almaden Valley']",san jose,ca,almaden,2,-121.8448745,37.1696999,4
20,"San Jose, CA - Almaden Valley",Dec-13,953000,0.0,-6.9,1.0,0.0,-50.0,1.0,-33.3,-66.7,1.0,0.0,0.0,24.0,0.0,-36.0,100.3,0.0,-0.8,95120.0,multiunit,2,"['San Jose', ' CA - Almaden Valley']",san jose,ca,almaden,2,-121.8448745,37.1696999,4
21,"San Jose, CA - Almaden Valley",Jan-14,953000,0.0,-6.9,1.0,0.0,-50.0,1.0,-33.3,-66.7,1.0,0.0,0.0,24.0,0.0,-36.0,100.3,0.0,-0.8,95120.0,multiunit,2,"['San Jose', ' CA - Almaden Valley']",san jose,ca,almaden,2,-121.8448745,37.1696999,4
29,"San Jose, CA - Anderson East",Nov-14,730000,0.0,-6.9,1.0,0.0,-50.0,1.0,-33.3,-66.7,1.0,0.0,0.0,35.0,0.0,-36.0,97.3,0.0,-0.8,95123.0,multiunit,2,"['San Jose', ' CA - Anderson East']",san jose,ca,anderson,3,-121.8277925,37.2374847,3
30,"San Jose, CA - Anderson East",Dec-14,730000,0.0,-6.9,1.0,0.0,-50.0,1.0,-33.3,-66.7,1.0,0.0,0.0,35.0,0.0,-36.0,97.3,0.0,-0.8,95123.0,multiunit,2,"['San Jose', ' CA - Anderson East']",san jose,ca,anderson,3,-121.8277925,37.2374847,3
31,"San Jose, CA - Anderson East",Jan-15,730000,0.0,-6.9,1.0,0.0,-50.0,1.0,-33.3,-66.7,1.0,0.0,0.0,35.0,0.0,-36.0,97.3,0.0,-0.8,95123.0,multiunit,2,"['San Jose', ' CA - Anderson East']",san jose,ca,anderson,3,-121.8277925,37.2374847,3
36,"San Jose, CA - Atlanta Bird",May-12,515000,34.6,162.8,2.0,0.0,100.0,1.0,0.0,0.0,1.0,0.0,0.0,31.0,-10.0,-96.0,108.3,18.2,29.7,95125.0,multiunit,2,"['San Jose', ' CA - Atlanta Bird']",san jose,ca,atlanta,4,-121.8904136,37.2909813,2
37,"San Jose, CA - Atlanta Bird",Jun-12,465000,-9.7,137.2,1.0,-50.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,46.0,16.0,-80.0,103.3,-4.9,24.8,95125.0,multiunit,2,"['San Jose', ' CA - Atlanta Bird']",san jose,ca,atlanta,4,-121.8904136,37.2909813,2
38,"San Jose, CA - Atlanta Bird",Jul-12,465000,0.0,137.2,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,46.0,0.0,-80.0,103.3,0.0,24.8,95125.0,multiunit,2,"['San Jose', ' CA - Atlanta Bird']",san jose,ca,atlanta,4,-121.8904136,37.2909813,2
45,"San Jose, CA - Atlanta Bird",Feb-14,500000,0.0,23.5,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,-80.0,119.0,0.0,61.2,95125.0,multiunit,2,"['San Jose', ' CA - Atlanta Bird']",san jose,ca,atlanta,4,-121.8904136,37.2909813,2
46,"San Jose, CA - Atlanta Bird",Mar-14,500000,0.0,23.5,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,-80.0,119.0,0.0,61.2,95125.0,multiunit,2,"['San Jose', ' CA - Atlanta Bird']",san jose,ca,atlanta,4,-121.8904136,37.2909813,2
47,"San Jose, CA - Atlanta Bird",Apr-14,500000,0.0,23.5,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,-80.0,119.0,0.0,61.2,95125.0,multiunit,2,"['San Jose', ' CA - Atlanta Bird']",san jose,ca,atlanta,4,-121.8904136,37.2909813,2
48,"San Jose, CA - Atlanta Bird",Jun-15,752000,0.0,23.5,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,62.0,0.0,-80.0,100.3,0.0,61.2,95125.0,multiunit,2,"['San Jose', ' CA - Atlanta Bird']",san jose,ca,atlanta,4,-121.8904136,37.2909813,3
49,"San Jose, CA - Atlanta Bird",Jul-15,626000,-16.8,23.5,2.0,100.0,0.0,1.0,-66.7,0.0,1.0,0.0,0.0,38.0,-24.0,-80.0,91.8,-8.5,61.2,95125.0,multiunit,2,"['San Jose', ' CA - Atlanta Bird']",san jose,ca,atlanta,4,-121.8904136,37.2909813,3
50,"San Jose, CA - Atlanta Bird",Aug-15,561000,-10.4,23.5,3.0,50.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,32.0,-6.0,-80.0,92.4,0.6,61.2,95125.0,multiunit,2,"['San Jose', ' CA - Atlanta Bird']",san jose,ca,atlanta,4,-121.8904136,37.2909813,2
51,"San Jose, CA - Atlanta Bird",Sep-15,530000,-5.4,23.5,2.0,-33.3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,23.0,-9.0,-80.0,88.5,-3.9,61.2,95125.0,multiunit,2,"['San Jose', ' CA - Atlanta Bird']",san jose,ca,atlanta,4,-121.8904136,37.2909813,2
52,"San Jose, CA - Atlanta Bird",Oct-15,561000,5.7,23.5,1.0,-50.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,32.0,9.0,-80.0,93.6,5.1,61.2,95125.0,multiunit,2,"['San Jose', ' CA - Atlanta Bird']",san jose,ca,atlanta,4,-121.8904136,37.2909813,2
53,"San Jose, CA - Atlanta Bird",May-16,800000,5.7,23.5,1.0,-50.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,10.0,9.0,-80.0,108.3,5.1,61.2,95125.0,multiunit,2,"['San Jose', ' CA - Atlanta Bird']",san jose,ca,atlanta,4,-121.8904136,37.2909813,4
54,"San Jose, CA - Atlanta Bird",Jun-16,800000,0.0,6.4,1.0,0.0,0.0,3.0,50.0,0.0,2.0,100.0,100.0,10.0,0.0,-52.0,108.3,0.0,8.0,95125.0,multiunit,2,"['San Jose', ' CA - Atlanta Bird']",san jose,ca,atlanta,4,-121.8904136,37.2909813,4
55,"San Jose, CA - Atlanta Bird",Jul-16,800000,0.0,27.8,1.0,0.0,-50.0,2.0,-33.3,100.0,2.0,0.0,100.0,10.0,0.0,-28.0,108.3,0.0,16.5,95125.0,multiunit,2,"['San Jose', ' CA - Atlanta Bird']",san jose,ca,atlanta,4,-121.8904136,37.2909813,4
56,"San Jose, CA - Atlanta Bird",Sep-16,710000,0.0,33.9,1.0,0.0,-50.0,2.0,-33.3,100.0,2.0,0.0,100.0,112.0,0.0,89.0,101.7,0.0,13.3,95125.0,multiunit,2,"['San Jose', ' CA - Atlanta Bird']",san jose,ca,atlanta,4,-121.8904136,37.2909813,3
57,"San Jose, CA - Atlanta Bird",Oct-16,710000,0.0,26.6,1.0,0.0,0.0,1.0,-33.3,100.0,1.0,0.0,100.0,112.0,0.0,80.0,101.7,0.0,8.1,95125.0,multiunit,2,"['San Jose', ' CA - Atlanta Bird']",san jose,ca,atlanta,4,-121.8904136,37.2909813,3
58,"San Jose, CA - Atlanta Bird",Nov-16,710000,0.0,26.6,1.0,0.0,0.0,1.0,0.0,100.0,1.0,0.0,100.0,112.0,0.0,80.0,101.7,0.0,8.1,95125.0,multiunit,2,"['San Jose', ' CA - Atlanta Bird']",san jose,ca,atlanta,4,-121.8904136,37.2909813,3
