,Region,Month of Period End,Median Sale Price,Median Sale Price MoM,Median Sale Price YoY,Homes Sold,Homes Sold MoM,Homes Sold YoY,New Listings,New Listings MoM,New Listings YoY,Inventory,Inventory MoM,Inventory YoY,Days on Market,Days on Market MoM,Days on Market YoY,Average Sale To List,Average Sale To List MoM,Average Sale To List YoY,Zip Code,property_type,property_type_num,location,city,state,neighborhood,neighborhood_num,long,lat,Median_Sale_Price_Bin
3972,"San Jose, CA - Lynhaven",14-Aug,632000,23.9,-11.6,8.0,33.3,-11.1,12.0,20.0,9.1,3.0,-25.0,0.0,12.0,-3.0,-4.0,102.8,1.3,1.3,95117.0,condo,0,"['San Jose', ' CA - Lynhaven']",san jose,ca,lynhaven,62,-121.9643745,37.3120731,3
3973,"San Jose, CA - Lynhaven",14-Sep,575000,-9.0,-14.0,9.0,12.5,-10.0,11.0,-8.3,-38.9,3.0,0.0,-62.5,13.0,2.0,-2.0,102.7,0.0,0.7,95117.0,condo,0,"['San Jose', ' CA - Lynhaven']",san jose,ca,lynhaven,62,-121.9643745,37.3120731,2
3974,"San Jose, CA - Lynhaven",14-Oct,575000,0.0,-12.7,9.0,0.0,-25.0,7.0,-36.4,-58.8,2.0,-33.3,-33.3,13.0,0.0,-2.0,101.4,-1.3,-0.6,95117.0,condo,0,"['San Jose', ' CA - Lynhaven']",san jose,ca,lynhaven,62,-121.9643745,37.3120731,2
3975,"San Jose, CA - Lynhaven",14-Nov,535000,-7.0,-18.0,10.0,11.1,-28.6,7.0,0.0,-56.3,2.0,0.0,-33.3,11.0,-2.0,-3.0,101.3,-0.1,-1.3,95117.0,condo,0,"['San Jose', ' CA - Lynhaven']",san jose,ca,lynhaven,62,-121.9643745,37.3120731,2
3976,"San Jose, CA - Lynhaven",14-Dec,567000,6.0,-15.6,10.0,0.0,-16.7,7.0,0.0,-22.2,1.0,-50.0,-50.0,13.0,2.0,-2.0,101.2,-0.1,-0.9,95117.0,condo,0,"['San Jose', ' CA - Lynhaven']",san jose,ca,lynhaven,62,-121.9643745,37.3120731,2
3977,"San Jose, CA - Lynhaven",15-Jan,647000,14.1,-5.1,10.0,0.0,0.0,7.0,0.0,-30.0,1.0,0.0,-66.7,16.0,3.0,3.0,101.4,0.2,-1.0,95117.0,condo,0,"['San Jose', ' CA - Lynhaven']",san jose,ca,lynhaven,62,-121.9643745,37.3120731,3
3978,"San Jose, CA - Lynhaven",15-Feb,800000,23.6,0.0,6.0,-40.0,-45.5,4.0,-42.9,-75.0,1.0,0.0,-75.0,23.0,7.0,14.0,103.7,2.3,0.5,95117.0,condo,0,"['San Jose', ' CA - Lynhaven']",san jose,ca,lynhaven,62,-121.9643745,37.3120731,4
3986,"San Jose, CA - Lynhaven",15-Oct,563000,-34.9,-2.0,6.0,-40.0,-33.3,13.0,18.2,85.7,4.0,-33.3,100.0,23.0,7.0,10.0,103.2,-4.2,1.8,95117.0,condo,0,"['San Jose', ' CA - Lynhaven']",san jose,ca,lynhaven,62,-121.9643745,37.3120731,2
3987,"San Jose, CA - Lynhaven",15-Nov,563000,0.0,5.3,6.0,0.0,-40.0,12.0,-7.7,71.4,5.0,25.0,150.0,23.0,0.0,12.0,103.2,0.0,1.9,95117.0,condo,0,"['San Jose', ' CA - Lynhaven']",san jose,ca,lynhaven,62,-121.9643745,37.3120731,2
3988,"San Jose, CA - Lynhaven",15-Dec,598000,6.2,5.5,10.0,66.7,0.0,8.0,-33.3,14.3,2.0,-60.0,100.0,34.0,11.0,21.0,102.2,-0.9,1.0,95117.0,condo,0,"['San Jose', ' CA - Lynhaven']",san jose,ca,lynhaven,62,-121.9643745,37.3120731,2
3989,"San Jose, CA - Lynhaven",16-Jan,614000,2.7,-5.1,10.0,0.0,0.0,10.0,25.0,42.9,4.0,100.0,300.0,34.0,0.0,18.0,101.3,-0.9,-0.1,95117.0,condo,0,"['San Jose', ' CA - Lynhaven']",san jose,ca,lynhaven,62,-121.9643745,37.3120731,2
3990,"San Jose, CA - Lynhaven",16-Feb,614000,0.0,-23.3,12.0,20.0,100.0,11.0,10.0,175.0,5.0,25.0,400.0,34.0,0.0,11.0,100.3,-1.0,-3.4,95117.0,condo,0,"['San Jose', ' CA - Lynhaven']",san jose,ca,lynhaven,62,-121.9643745,37.3120731,2
3995,"San Jose, CA - Lynhaven",16-Jul,618000,-31.8,-41.2,8.0,-33.3,-46.7,12.0,-7.7,0.0,3.0,-40.0,200.0,10.0,-3.0,-4.0,104.8,2.4,-2.5,95117.0,condo,0,"['San Jose', ' CA - Lynhaven']",san jose,ca,lynhaven,62,-121.9643745,37.3120731,2
3996,"San Jose, CA - Lynhaven",16-Aug,620000,0.4,-34.7,9.0,12.5,-18.2,14.0,16.7,40.0,8.0,166.7,166.7,10.0,0.0,-4.0,104.3,-0.6,-3.5,95117.0,condo,0,"['San Jose', ' CA - Lynhaven']",san jose,ca,lynhaven,62,-121.9643745,37.3120731,2
3997,"San Jose, CA - Lynhaven",16-Sep,634000,2.3,-26.7,9.0,0.0,-10.0,15.0,7.1,36.4,8.0,0.0,33.3,8.0,-2.0,-8.0,104.0,-0.3,-3.4,95117.0,condo,0,"['San Jose', ' CA - Lynhaven']",san jose,ca,lynhaven,62,-121.9643745,37.3120731,3
4010,"San Jose, CA - Mayfair",12-Oct,370000,27.6,29.1,3.0,0.0,-62.5,7.0,40.0,16.7,3.0,-25.0,0.0,11.0,-21.0,-45.0,108.5,4.9,3.0,95116.0,condo,0,"['San Jose', ' CA - Mayfair']",san jose,ca,mayfair,63,-121.8505679,37.3558627,1
4011,"San Jose, CA - Mayfair",12-Nov,386000,4.4,36.4,4.0,33.3,-33.3,7.0,0.0,-22.2,4.0,33.3,-20.0,26.0,15.0,-20.0,100.6,-8.0,-5.5,95116.0,condo,0,"['San Jose', ' CA - Mayfair']",san jose,ca,mayfair,63,-121.8505679,37.3558627,1
4012,"San Jose, CA - Mayfair",12-Dec,392000,1.5,25.0,5.0,25.0,-16.7,4.0,-42.9,-42.9,4.0,0.0,33.3,11.0,-15.0,-29.0,105.1,4.5,10.4,95116.0,condo,0,"['San Jose', ' CA - Mayfair']",san jose,ca,mayfair,63,-121.8505679,37.3558627,1
4013,"San Jose, CA - Mayfair",13-Jan,410000,4.6,43.1,4.0,-20.0,-50.0,2.0,-50.0,-71.4,3.0,-25.0,200.0,62.0,51.0,26.0,100.0,-5.0,3.4,95116.0,condo,0,"['San Jose', ' CA - Mayfair']",san jose,ca,mayfair,63,-121.8505679,37.3558627,1
4014,"San Jose, CA - Mayfair",13-Feb,433000,5.5,59.6,2.0,-50.0,-71.4,1.0,-50.0,-66.7,1.0,-66.7,0.0,67.0,5.0,27.0,110.0,9.9,8.3,95116.0,condo,0,"['San Jose', ' CA - Mayfair']",san jose,ca,mayfair,63,-121.8505679,37.3558627,1
4015,"San Jose, CA - Mayfair",13-Mar,450000,4.0,66.4,2.0,0.0,-66.7,3.0,200.0,-40.0,2.0,100.0,0.0,133.0,66.0,109.0,99.6,-10.4,-6.7,95116.0,condo,0,"['San Jose', ' CA - Mayfair']",san jose,ca,mayfair,63,-121.8505679,37.3558627,1
4016,"San Jose, CA - Mayfair",13-Apr,435000,-3.3,52.6,3.0,50.0,-40.0,4.0,33.3,-50.0,4.0,100.0,0.0,99.0,-34.0,75.0,104.5,4.9,-4.9,95116.0,condo,0,"['San Jose', ' CA - Mayfair']",san jose,ca,mayfair,63,-121.8505679,37.3558627,1
4017,"San Jose, CA - Mayfair",13-May,453000,4.0,63.1,4.0,33.3,-33.3,6.0,50.0,-40.0,4.0,0.0,-20.0,54.0,-46.0,38.0,105.4,0.9,4.0,95116.0,condo,0,"['San Jose', ' CA - Mayfair']",san jose,ca,mayfair,63,-121.8505679,37.3558627,1
4018,"San Jose, CA - Mayfair",13-Jun,440000,-2.9,54.2,4.0,0.0,-20.0,6.0,0.0,-14.3,4.0,0.0,300.0,46.0,-8.0,23.0,104.2,-1.2,2.0,95116.0,condo,0,"['San Jose', ' CA - Mayfair']",san jose,ca,mayfair,63,-121.8505679,37.3558627,1
4019,"San Jose, CA - Mayfair",13-Jul,475000,8.0,59.0,2.0,-50.0,-66.7,5.0,-16.7,25.0,4.0,0.0,300.0,46.0,0.0,19.0,102.8,-1.4,2.1,95116.0,condo,0,"['San Jose', ' CA - Mayfair']",san jose,ca,mayfair,63,-121.8505679,37.3558627,2
4020,"San Jose, CA - Mayfair",13-Aug,402000,-15.3,30.9,3.0,50.0,-40.0,3.0,-40.0,50.0,3.0,-25.0,50.0,13.0,-33.0,-19.0,101.4,-1.4,-2.9,95116.0,condo,0,"['San Jose', ' CA - Mayfair']",san jose,ca,mayfair,63,-121.8505679,37.3558627,1
4021,"San Jose, CA - Mayfair",13-Sep,391000,-2.7,34.8,2.0,-33.3,-33.3,3.0,0.0,-40.0,4.0,33.3,0.0,12.0,-2.0,-21.0,103.3,1.9,-0.3,95116.0,condo,0,"['San Jose', ' CA - Mayfair']",san jose,ca,mayfair,63,-121.8505679,37.3558627,1
4022,"San Jose, CA - Mayfair",13-Oct,396000,1.3,7.1,4.0,100.0,33.3,3.0,0.0,-57.1,2.0,-50.0,-33.3,12.0,1.0,1.0,103.0,-0.4,-5.5,95116.0,condo,0,"['San Jose', ' CA - Mayfair']",san jose,ca,mayfair,63,-121.8505679,37.3558627,1
4023,"San Jose, CA - Mayfair",13-Nov,463000,16.7,19.7,4.0,0.0,0.0,4.0,33.3,-42.9,2.0,0.0,-50.0,63.0,51.0,37.0,99.9,-3.0,-0.6,95116.0,condo,0,"['San Jose', ' CA - Mayfair']",san jose,ca,mayfair,63,-121.8505679,37.3558627,2
4024,"San Jose, CA - Mayfair",13-Dec,463000,0.0,18.0,4.0,0.0,-20.0,4.0,0.0,0.0,4.0,100.0,0.0,63.0,0.0,52.0,99.9,0.0,-5.1,95116.0,condo,0,"['San Jose', ' CA - Mayfair']",san jose,ca,mayfair,63,-121.8505679,37.3558627,2
4025,"San Jose, CA - Mayfair",14-Jan,463000,0.0,12.8,2.0,-50.0,-50.0,5.0,25.0,150.0,4.0,0.0,33.3,115.0,52.0,54.0,97.3,-2.7,-2.8,95116.0,condo,0,"['San Jose', ' CA - Mayfair']",san jose,ca,mayfair,63,-121.8505679,37.3558627,2
4026,"San Jose, CA - Mayfair",14-Feb,395000,-14.6,-8.7,1.0,-50.0,-50.0,5.0,0.0,400.0,5.0,25.0,400.0,17.0,-98.0,-50.0,113.2,15.9,3.2,95116.0,condo,0,"['San Jose', ' CA - Mayfair']",san jose,ca,mayfair,63,-121.8505679,37.3558627,1
4027,"San Jose, CA - Mayfair",14-Mar,438000,10.8,-2.8,2.0,100.0,0.0,4.0,-20.0,33.3,3.0,-40.0,50.0,33.0,16.0,-100.0,105.6,-7.6,6.0,95116.0,condo,0,"['San Jose', ' CA - Mayfair']",san jose,ca,mayfair,63,-121.8505679,37.3558627,1
4028,"San Jose, CA - Mayfair",14-Apr,438000,0.0,0.6,4.0,100.0,33.3,5.0,25.0,25.0,4.0,33.3,0.0,54.0,21.0,-46.0,104.5,-1.1,0.0,95116.0,condo,0,"['San Jose', ' CA - Mayfair']",san jose,ca,mayfair,63,-121.8505679,37.3558627,1
4029,"San Jose, CA - Mayfair",14-May,433000,-1.1,-4.4,4.0,0.0,0.0,6.0,20.0,0.0,5.0,25.0,25.0,54.0,0.0,0.0,102.9,-1.6,-2.5,95116.0,condo,0,"['San Jose', ' CA - Mayfair']",san jose,ca,mayfair,63,-121.8505679,37.3558627,1
4030,"San Jose, CA - Mayfair",14-Jun,465000,7.5,5.8,5.0,25.0,25.0,6.0,0.0,0.0,4.0,-20.0,0.0,52.0,-2.0,6.0,102.4,-0.5,-1.8,95116.0,condo,0,"['San Jose', ' CA - Mayfair']",san jose,ca,mayfair,63,-121.8505679,37.3558627,2
4031,"San Jose, CA - Mayfair",14-Jul,452000,-2.8,-4.7,5.0,0.0,150.0,8.0,33.3,60.0,7.0,75.0,75.0,19.0,-33.0,-27.0,105.5,3.1,2.7,95116.0,condo,0,"['San Jose', ' CA - Mayfair']",san jose,ca,mayfair,63,-121.8505679,37.3558627,1
4032,"San Jose, CA - Mayfair",14-Aug,459000,1.4,14.1,6.0,20.0,100.0,7.0,-12.5,133.3,5.0,-28.6,66.7,15.0,-4.0,2.0,103.4,-2.1,2.0,95116.0,condo,0,"['San Jose', ' CA - Mayfair']",san jose,ca,mayfair,63,-121.8505679,37.3558627,2
4033,"San Jose, CA - Mayfair",14-Sep,438000,-4.5,12.0,5.0,-16.7,150.0,8.0,14.3,166.7,7.0,40.0,75.0,11.0,-4.0,-1.0,103.7,0.3,0.4,95116.0,condo,0,"['San Jose', ' CA - Mayfair']",san jose,ca,mayfair,63,-121.8505679,37.3558627,1
4034,"San Jose, CA - Mayfair",14-Oct,450000,2.7,13.6,5.0,0.0,25.0,4.0,-50.0,33.3,4.0,-42.9,100.0,14.0,3.0,2.0,99.3,-4.4,-3.7,95116.0,condo,0,"['San Jose', ' CA - Mayfair']",san jose,ca,mayfair,63,-121.8505679,37.3558627,1
4035,"San Jose, CA - Mayfair",14-Nov,450000,0.0,-2.7,3.0,-40.0,-25.0,6.0,50.0,50.0,6.0,50.0,200.0,27.0,13.0,-36.0,98.9,-0.4,-1.0,95116.0,condo,0,"['San Jose', ' CA - Mayfair']",san jose,ca,mayfair,63,-121.8505679,37.3558627,1
4036,"San Jose, CA - Mayfair",14-Dec,450000,0.0,-2.7,5.0,66.7,25.0,4.0,-33.3,0.0,3.0,-50.0,-25.0,48.0,21.0,-16.0,100.4,1.5,0.5,95116.0,condo,0,"['San Jose', ' CA - Mayfair']",san jose,ca,mayfair,63,-121.8505679,37.3558627,1
4037,"San Jose, CA - Mayfair",15-Jan,409000,-9.1,-11.6,3.0,-40.0,50.0,5.0,25.0,0.0,4.0,33.3,0.0,47.0,-1.0,-68.0,100.5,0.1,3.3,95116.0,condo,0,"['San Jose', ' CA - Mayfair']",san jose,ca,mayfair,63,-121.8505679,37.3558627,1
4038,"San Jose, CA - Mayfair",15-Feb,430000,5.0,8.7,4.0,33.3,300.0,3.0,-40.0,-40.0,4.0,0.0,-20.0,81.0,34.0,64.0,94.8,-5.7,-18.4,95116.0,condo,0,"['San Jose', ' CA - Mayfair']",san jose,ca,mayfair,63,-121.8505679,37.3558627,1
4039,"San Jose, CA - Mayfair",15-Mar,450000,4.8,2.9,1.0,-75.0,-50.0,5.0,66.7,25.0,4.0,0.0,33.3,142.0,61.0,109.0,77.7,-17.1,-27.8,95116.0,condo,0,"['San Jose', ' CA - Mayfair']",san jose,ca,mayfair,63,-121.8505679,37.3558627,1
4040,"San Jose, CA - Mayfair",15-Apr,450000,0.0,2.9,3.0,200.0,-25.0,4.0,-20.0,-20.0,1.0,-75.0,-75.0,84.0,-58.0,31.0,93.4,15.7,-11.0,95116.0,condo,0,"['San Jose', ' CA - Mayfair']",san jose,ca,mayfair,63,-121.8505679,37.3558627,1
4041,"San Jose, CA - Mayfair",15-May,540000,20.0,24.9,7.0,133.3,75.0,5.0,25.0,-16.7,1.0,0.0,-80.0,64.0,-20.0,11.0,102.3,8.9,-0.6,95116.0,condo,0,"['San Jose', ' CA - Mayfair']",san jose,ca,mayfair,63,-121.8505679,37.3558627,2
4042,"San Jose, CA - Mayfair",15-Jun,540000,0.0,16.1,7.0,0.0,40.0,5.0,0.0,-16.7,3.0,200.0,-25.0,64.0,0.0,12.0,102.3,0.0,-0.1,95116.0,condo,0,"['San Jose', ' CA - Mayfair']",san jose,ca,mayfair,63,-121.8505679,37.3558627,2
4043,"San Jose, CA - Mayfair",15-Jul,513000,-5.1,13.4,8.0,14.3,60.0,5.0,0.0,-37.5,2.0,-33.3,-71.4,22.0,-42.0,3.0,102.9,0.6,-2.6,95116.0,condo,0,"['San Jose', ' CA - Mayfair']",san jose,ca,mayfair,63,-121.8505679,37.3558627,2
4044,"San Jose, CA - Mayfair",15-Aug,500000,-2.4,9.1,3.0,-62.5,-50.0,5.0,0.0,-28.6,4.0,100.0,-20.0,15.0,-7.0,0.0,103.1,0.3,-0.3,95116.0,condo,0,"['San Jose', ' CA - Mayfair']",san jose,ca,mayfair,63,-121.8505679,37.3558627,2
4045,"San Jose, CA - Mayfair",15-Sep,504000,0.7,15.0,4.0,33.3,-20.0,4.0,-20.0,-50.0,4.0,0.0,-42.9,22.0,7.0,11.0,105.6,2.4,1.9,95116.0,condo,0,"['San Jose', ' CA - Mayfair']",san jose,ca,mayfair,63,-121.8505679,37.3558627,2
4046,"San Jose, CA - Mayfair",15-Oct,507000,0.7,12.7,1.0,-75.0,-80.0,4.0,0.0,0.0,5.0,25.0,25.0,33.0,11.0,19.0,112.9,7.3,13.6,95116.0,condo,0,"['San Jose', ' CA - Mayfair']",san jose,ca,mayfair,63,-121.8505679,37.3558627,2
4047,"San Jose, CA - Mayfair",15-Nov,529000,4.2,17.4,2.0,100.0,-33.3,2.0,-50.0,-66.7,3.0,-40.0,-50.0,111.0,78.0,84.0,105.0,-7.9,6.1,95116.0,condo,0,"['San Jose', ' CA - Mayfair']",san jose,ca,mayfair,63,-121.8505679,37.3558627,2
4048,"San Jose, CA - Mayfair",15-Dec,575000,8.7,27.7,2.0,0.0,-60.0,4.0,100.0,0.0,3.0,0.0,0.0,128.0,18.0,81.0,98.6,-6.5,-1.9,95116.0,condo,0,"['San Jose', ' CA - Mayfair']",san jose,ca,mayfair,63,-121.8505679,37.3558627,2
4049,"San Jose, CA - Mayfair",16-Jan,550000,-4.3,34.5,5.0,150.0,66.7,3.0,-25.0,-40.0,2.0,-33.3,-50.0,68.0,-60.0,21.0,98.6,0.1,-1.9,95116.0,condo,0,"['San Jose', ' CA - Mayfair']",san jose,ca,mayfair,63,-121.8505679,37.3558627,2
4050,"San Jose, CA - Mayfair",16-Feb,550000,0.0,28.1,5.0,0.0,25.0,4.0,33.3,33.3,2.0,0.0,-50.0,54.0,-14.0,-27.0,99.4,0.8,4.6,95116.0,condo,0,"['San Jose', ' CA - Mayfair']",san jose,ca,mayfair,63,-121.8505679,37.3558627,2
4051,"San Jose, CA - Mayfair",16-Mar,535000,-2.7,18.9,4.0,-20.0,300.0,5.0,25.0,0.0,3.0,50.0,-25.0,47.0,-7.0,-95.0,99.3,-0.1,21.5,95116.0,condo,0,"['San Jose', ' CA - Mayfair']",san jose,ca,mayfair,63,-121.8505679,37.3558627,2
4052,"San Jose, CA - Mayfair",16-Apr,580000,8.4,28.9,3.0,-25.0,0.0,5.0,0.0,25.0,2.0,-33.3,100.0,54.0,7.0,-30.0,100.6,1.4,7.2,95116.0,condo,0,"['San Jose', ' CA - Mayfair']",san jose,ca,mayfair,63,-121.8505679,37.3558627,2
4053,"San Jose, CA - Mayfair",16-May,620000,6.9,14.8,3.0,0.0,-57.1,7.0,40.0,40.0,2.0,0.0,100.0,42.0,-12.0,-22.0,101.7,1.0,-0.7,95116.0,condo,0,"['San Jose', ' CA - Mayfair']",san jose,ca,mayfair,63,-121.8505679,37.3558627,2
4054,"San Jose, CA - Mayfair",16-Jun,620000,0.0,14.8,5.0,66.7,-28.6,4.0,-42.9,-20.0,1.0,-50.0,-66.7,16.0,-26.0,-48.0,102.0,0.4,-0.3,95116.0,condo,0,"['San Jose', ' CA - Mayfair']",san jose,ca,mayfair,63,-121.8505679,37.3558627,2
4055,"San Jose, CA - Mayfair",16-Jul,603000,-2.8,17.6,4.0,-20.0,-50.0,4.0,0.0,-20.0,1.0,-50.0,-66.7,11.0,-6.0,-12.0,103.3,1.3,0.4,95116.0,condo,0,"['San Jose', ' CA - Mayfair']",san jose,ca,mayfair,63,-121.8505679,37.3558627,2
4056,"San Jose, CA - Mayfair",16-Aug,565000,-6.2,13.0,4.0,0.0,33.3,2.0,-50.0,-60.0,1.0,-50.0,-75.0,11.0,0.0,-5.0,102.7,-0.6,-0.4,95116.0,condo,0,"['San Jose', ' CA - Mayfair']",san jose,ca,mayfair,63,-121.8505679,37.3558627,2
4057,"San Jose, CA - Mayfair",16-Sep,550000,-2.7,9.2,4.0,0.0,0.0,1.0,-50.0,-75.0,1.0,-50.0,-75.0,16.0,6.0,-6.0,98.5,-4.2,-7.1,95116.0,condo,0,"['San Jose', ' CA - Mayfair']",san jose,ca,mayfair,63,-121.8505679,37.3558627,2
4058,"San Jose, CA - Mayfair",16-Oct,550000,0.0,8.5,3.0,-25.0,200.0,1.0,0.0,-75.0,1.0,-50.0,-75.0,25.0,9.0,-9.0,96.7,-1.8,-16.3,95116.0,condo,0,"['San Jose', ' CA - Mayfair']",san jose,ca,mayfair,63,-121.8505679,37.3558627,2
4059,"San Jose, CA - Mayfair",16-Nov,550000,0.0,4.1,2.0,-33.3,0.0,1.0,0.0,-50.0,1.0,-50.0,-75.0,33.0,9.0,-78.0,94.1,-2.6,-11.0,95116.0,condo,0,"['San Jose', ' CA - Mayfair']",san jose,ca,mayfair,63,-121.8505679,37.3558627,2
4060,"San Jose, CA - Mayfair",16-Dec,565000,2.7,-1.7,1.0,-50.0,-50.0,2.0,100.0,-50.0,1.0,-50.0,-66.7,18.0,-15.0,-110.0,96.6,2.5,-2.0,95116.0,condo,0,"['San Jose', ' CA - Mayfair']",san jose,ca,mayfair,63,-121.8505679,37.3558627,2
4061,"San Jose, CA - McKay-Ringwood",12-Jan,405000,1.5,-13.1,8.0,0.0,100.0,4.0,-42.9,-33.3,3.0,-25.0,-40.0,45.0,19.0,36.0,102.7,-0.4,4.9,95131.0,condo,0,"['San Jose', ' CA - McKay-Ringwood']",san jose,ca,mckay-ringwood,64,-121.8961047,37.3902956,1
4062,"San Jose, CA - McKay-Ringwood",12-Feb,420000,3.6,-10.0,8.0,0.0,33.3,7.0,75.0,16.7,2.0,-33.3,-50.0,82.0,37.0,72.0,99.9,-2.8,2.0,95131.0,condo,0,"['San Jose', ' CA - McKay-Ringwood']",san jose,ca,mckay-ringwood,64,-121.8961047,37.3902956,1
4063,"San Jose, CA - McKay-Ringwood",12-Mar,404000,-3.8,-11.9,8.0,0.0,166.7,6.0,-14.3,100.0,2.0,-33.3,-50.0,38.0,-44.0,21.0,97.5,-2.3,-0.4,95131.0,condo,0,"['San Jose', ' CA - McKay-Ringwood']",san jose,ca,mckay-ringwood,64,-121.8961047,37.3902956,1
4064,"San Jose, CA - McKay-Ringwood",12-Apr,420000,4.1,-8.3,9.0,12.5,200.0,6.0,0.0,50.0,1.0,-33.3,-85.7,15.0,-23.0,-2.0,99.0,1.4,1.0,95131.0,condo,0,"['San Jose', ' CA - McKay-Ringwood']",san jose,ca,mckay-ringwood,64,-121.8961047,37.3902956,1
4065,"San Jose, CA - McKay-Ringwood",12-May,420000,0.0,-8.3,7.0,-22.2,600.0,7.0,16.7,16.7,1.0,0.0,-87.5,13.0,-2.0,-160.0,100.6,1.6,2.9,95131.0,condo,0,"['San Jose', ' CA - McKay-Ringwood']",san jose,ca,mckay-ringwood,64,-121.8961047,37.3902956,1
4066,"San Jose, CA - McKay-Ringwood",12-Jun,445000,6.0,-25.2,8.0,14.3,700.0,8.0,14.3,14.3,2.0,100.0,-71.4,12.0,-1.0,-27.0,104.3,3.8,5.2,95131.0,condo,0,"['San Jose', ' CA - McKay-Ringwood']",san jose,ca,mckay-ringwood,64,-121.8961047,37.3902956,1
4067,"San Jose, CA - McKay-Ringwood",12-Jul,441000,-1.0,-15.1,6.0,-25.0,200.0,12.0,50.0,140.0,6.0,200.0,0.0,10.0,-3.0,-47.0,105.0,0.7,5.3,95131.0,condo,0,"['San Jose', ' CA - McKay-Ringwood']",san jose,ca,mckay-ringwood,64,-121.8961047,37.3902956,1
4068,"San Jose, CA - McKay-Ringwood",12-Aug,488000,10.7,-6.1,6.0,0.0,200.0,9.0,-25.0,125.0,7.0,16.7,133.3,9.0,-1.0,-48.0,105.1,0.1,5.4,95131.0,condo,0,"['San Jose', ' CA - McKay-Ringwood']",san jose,ca,mckay-ringwood,64,-121.8961047,37.3902956,2
4069,"San Jose, CA - McKay-Ringwood",12-Sep,426000,-12.6,-2.1,3.0,-50.0,0.0,10.0,11.1,233.3,3.0,-57.1,0.0,10.0,2.0,-202.0,102.9,-2.1,2.8,95131.0,condo,0,"['San Jose', ' CA - McKay-Ringwood']",san jose,ca,mckay-ringwood,64,-121.8961047,37.3902956,1
4070,"San Jose, CA - McKay-Ringwood",12-Oct,480000,12.7,17.4,7.0,133.3,133.3,7.0,-30.0,0.0,3.0,-57.1,0.0,51.0,41.0,-161.0,101.0,-1.9,1.8,95131.0,condo,0,"['San Jose', ' CA - McKay-Ringwood']",san jose,ca,mckay-ringwood,64,-121.8961047,37.3902956,2
4071,"San Jose, CA - McKay-Ringwood",12-Nov,446000,-7.1,13.1,11.0,57.1,83.3,5.0,-28.6,-28.6,3.0,-57.1,0.0,18.0,-33.0,-43.0,105.0,3.9,3.7,95131.0,condo,0,"['San Jose', ' CA - McKay-Ringwood']",san jose,ca,mckay-ringwood,64,-121.8961047,37.3902956,1
4072,"San Jose, CA - McKay-Ringwood",12-Dec,455000,2.0,14.0,9.0,-18.2,12.5,6.0,20.0,-14.3,1.0,-57.1,-75.0,18.0,0.0,-8.0,105.2,0.2,2.1,95131.0,condo,0,"['San Jose', ' CA - McKay-Ringwood']",san jose,ca,mckay-ringwood,64,-121.8961047,37.3902956,2
4073,"San Jose, CA - McKay-Ringwood",13-Jan,430000,-5.5,6.2,7.0,-22.2,-12.5,6.0,0.0,50.0,2.0,100.0,-33.3,10.0,-8.0,-35.0,108.8,3.6,6.1,95131.0,condo,0,"['San Jose', ' CA - McKay-Ringwood']",san jose,ca,mckay-ringwood,64,-121.8961047,37.3902956,1
4074,"San Jose, CA - McKay-Ringwood",13-Feb,433000,0.6,3.1,4.0,-42.9,-50.0,7.0,16.7,0.0,1.0,-50.0,-50.0,9.0,-1.0,-73.0,103.7,-5.1,3.9,95131.0,condo,0,"['San Jose', ' CA - McKay-Ringwood']",san jose,ca,mckay-ringwood,64,-121.8961047,37.3902956,1
4075,"San Jose, CA - McKay-Ringwood",13-Mar,449000,3.7,11.2,8.0,100.0,0.0,5.0,-28.6,-16.7,1.0,0.0,-50.0,8.0,-1.0,-30.0,106.0,2.2,8.4,95131.0,condo,0,"['San Jose', ' CA - McKay-Ringwood']",san jose,ca,mckay-ringwood,64,-121.8961047,37.3902956,1
4076,"San Jose, CA - McKay-Ringwood",13-Apr,466000,3.9,11.0,6.0,-25.0,-33.3,8.0,60.0,33.3,2.0,100.0,100.0,8.0,0.0,-7.0,105.7,-0.2,6.8,95131.0,condo,0,"['San Jose', ' CA - McKay-Ringwood']",san jose,ca,mckay-ringwood,64,-121.8961047,37.3902956,2
4077,"San Jose, CA - McKay-Ringwood",13-May,570000,22.3,35.7,9.0,50.0,28.6,12.0,50.0,71.4,4.0,100.0,300.0,8.0,0.0,-5.0,108.8,3.1,8.3,95131.0,condo,0,"['San Jose', ' CA - McKay-Ringwood']",san jose,ca,mckay-ringwood,64,-121.8961047,37.3902956,2
4078,"San Jose, CA - McKay-Ringwood",13-Jun,655000,14.8,47.1,8.0,-11.1,0.0,16.0,33.3,100.0,3.0,-25.0,50.0,9.0,1.0,-4.0,110.4,1.6,6.1,95131.0,condo,0,"['San Jose', ' CA - McKay-Ringwood']",san jose,ca,mckay-ringwood,64,-121.8961047,37.3902956,3
4079,"San Jose, CA - McKay-Ringwood",13-Jul,653000,-0.2,48.2,12.0,50.0,100.0,15.0,-6.3,25.0,3.0,0.0,-50.0,10.0,1.0,0.0,109.7,-0.7,4.7,95131.0,condo,0,"['San Jose', ' CA - McKay-Ringwood']",san jose,ca,mckay-ringwood,64,-121.8961047,37.3902956,3
