Region,Month of Period End,Median Sale Price,Median Sale Price MoM ,Median Sale Price YoY ,Homes Sold,Homes Sold MoM ,Homes Sold YoY ,New Listings,New Listings MoM ,New Listings YoY ,Inventory,Inventory MoM , Inventory YoY ,Days on Market,Days on Market MoM,Days on Market YoY,Average Sale To List,Average Sale To List MoM ,Average Sale To List YoY 
"San Jose, CA - Cypress-Jurdo",Sep-14,$685K,28.00%,17.80%,2,0.00%,0.00%,2,-33.30%,0.00%,,,,15,3,8,102.40%,-2.50%,2.00%
"San Jose, CA - Cypress-Jurdo",Oct-14,$725K,5.80%,22.90%,1,-50.00%,-66.70%,,,,,,,15,1,9,100.00%,-2.40%,-1.60%
"San Jose, CA - Cypress-Jurdo",Nov-14,$725K,0.00%,22.90%,1,0.00%,-66.70%,,,,,,,15,0,4,100.00%,0.00%,-3.80%
"San Jose, CA - Cypress-Jurdo",May-15,$655K,,14.40%,1,,-50.00%,2,,0.00%,1,,,6,,-2,118.00%,,14.50%
"San Jose, CA - Cypress-Jurdo",Jun-15,$655K,0.00%,26.00%,1,0.00%,-50.00%,2,0.00%,0.00%,,,,6,0,-3,118.00%,0.00%,15.10%
"San Jose, CA - Cypress-Jurdo",Jul-15,$715K,9.10%,33.60%,2,100.00%,0.00%,,,,,,,22,16,10,114.40%,-3.60%,9.50%
"San Jose, CA - Cypress-Jurdo",Aug-15,$774K,8.30%,44.70%,1,-50.00%,-50.00%,,,,,,,37,16,26,110.70%,-3.60%,5.80%
"San Jose, CA - Cypress-Jurdo",Sep-15,$774K,0.00%,13.00%,1,0.00%,-50.00%,2,,0.00%,2,,,37,0,23,110.70%,0.00%,8.30%
"San Jose, CA - Cypress-Jurdo",Oct-15,$710K,-8.30%,-2.10%,1,0.00%,0.00%,2,0.00%,,,,,30,-7,15,100.00%,-10.70%,0.00%
"San Jose, CA - Cypress-Jurdo",Nov-15,$689K,-3.00%,-5.00%,2,100.00%,100.00%,2,0.00%,,,,,19,-12,4,103.10%,3.10%,3.10%
"San Jose, CA - Cypress-Jurdo",Dec-15,$689K,0.00%,,2,0.00%,,,,,,,,19,0,,103.10%,0.00%,
"San Jose, CA - Cypress-Jurdo",Jan-16,$594K,-13.80%,,2,0.00%,,,,,,,,7,-12,,103.10%,0.00%,
"San Jose, CA - Cypress-Jurdo",Feb-16,$520K,-12.40%,,1,-50.00%,,1,,,1,,,,,,100.00%,-3.10%,
"San Jose, CA - Cypress-Jurdo",Mar-16,$513K,-1.40%,,2,100.00%,,2,100.00%,,,,,13,,,103.20%,3.20%,
"San Jose, CA - Cypress-Jurdo",Apr-16,$690K,34.60%,,2,0.00%,,2,0.00%,,,,,19,6,,102.00%,-1.10%,
"San Jose, CA - Cypress-Jurdo",May-16,$690K,0.00%,5.30%,2,0.00%,100.00%,1,-50.00%,-50.00%,,,,19,0,13,102.00%,0.00%,-16.00%
"San Jose, CA - Cypress-Jurdo",Jun-16,$875K,26.80%,33.60%,1,-50.00%,0.00%,,,,,,,25,6,19,97.80%,-4.30%,-20.30%
"San Jose, CA - Cypress-Jurdo",Nov-16,$685K,,-0.50%,2,,0.00%,3,,50.00%,,,,16,,-3,98.80%,,-4.30%
"San Jose, CA - Cypress-Jurdo",Dec-16,$641K,-6.40%,-6.90%,3,50.00%,50.00%,3,0.00%,,1,,,14,-2,-5,100.40%,1.60%,-2.60%
"San Jose, CA - Deer Run",Oct-12,$375K,,27.10%,1,,0.00%,,,,,,,83,,76,107.20%,,7.20%
"San Jose, CA - Deer Run",Nov-12,$375K,0.00%,27.10%,1,0.00%,0.00%,,,,,,,83,0,76,107.20%,0.00%,7.20%
"San Jose, CA - Deer Run",Dec-12,$375K,0.00%,27.10%,1,0.00%,0.00%,,,,,,,83,0,76,107.20%,0.00%,7.20%
"San Jose, CA - Deer Run",Jul-13,$453K,,,1,,,1,,,,,,11,,,113.30%,,
"San Jose, CA - Deer Run",Aug-13,$453K,0.00%,,1,0.00%,,,,,,,,11,0,,113.30%,0.00%,
"San Jose, CA - Deer Run",Sep-13,$453K,0.00%,,1,0.00%,,1,,,1,,,11,0,,113.30%,0.00%,
"San Jose, CA - Deer Run",Nov-13,$399K,,6.40%,1,,0.00%,2,,,,,,28,,-55,100.00%,,-7.20%
"San Jose, CA - Deer Run",Dec-13,$414K,3.80%,10.40%,2,100.00%,100.00%,1,-50.00%,,,,,24,-5,-60,100.00%,0.00%,-7.20%
"San Jose, CA - Deer Run",Jan-14,$414K,0.00%,,2,0.00%,,,,,,,,24,0,,100.00%,0.00%,
"San Jose, CA - Deer Run",Feb-14,$429K,3.60%,,1,-50.00%,,,,,,,,19,-5,,100.00%,0.00%,
"San Jose, CA - Deer Run",Apr-15,$515K,,,1,,,1,,,,,,7,,,105.30%,,
"San Jose, CA - Deer Run",May-15,$515K,0.00%,,1,0.00%,,2,100.00%,,,,,7,0,,105.30%,0.00%,
"San Jose, CA - Deer Run",Jun-15,$520K,1.00%,,2,100.00%,,1,-50.00%,,,,,5,-3,,105.80%,0.50%,
"San Jose, CA - Deer Run",Jul-15,$525K,1.00%,,1,-50.00%,,1,0.00%,,,,,2,-3,,106.30%,0.50%,
"San Jose, CA - Deer Run",Aug-15,$525K,0.00%,,1,0.00%,,,,,,,,2,0,,106.30%,0.00%,
"San Jose, CA - Deer Run",Dec-15,$551K,,,1,,,1,,,,,,33,,,110.40%,,
"San Jose, CA - Deer Run",Jan-16,$551K,0.00%,,1,0.00%,,,,,,,,33,0,,110.40%,0.00%,
"San Jose, CA - Deer Run",Feb-16,$551K,0.00%,,1,0.00%,,,,,,,,33,0,,110.40%,0.00%,
"San Jose, CA - Del Robles",Feb-12,$219K,,-19.30%,1,,-50.00%,1,,,,,,18,,1,100.00%,,1.10%
"San Jose, CA - Del Robles",Mar-12,$221K,0.90%,-11.20%,3,200.00%,200.00%,2,100.00%,,,,,18,0,12,100.50%,0.50%,0.50%
"San Jose, CA - Del Robles",Apr-12,$221K,0.00%,-9.80%,3,0.00%,200.00%,2,0.00%,,,,,18,0,-139,100.50%,0.00%,0.50%
"San Jose, CA - Del Robles",May-12,$236K,6.60%,-3.90%,2,-33.30%,100.00%,1,-50.00%,,,,,260,242,103,100.70%,0.20%,0.70%
"San Jose, CA - Del Robles",Jul-12,$220K,,,2,,,,,,,,,12,,,100.10%,,
"San Jose, CA - Del Robles",Aug-12,$220K,0.00%,,2,0.00%,,1,,,1,,,12,0,,100.10%,0.00%,
"San Jose, CA - Del Robles",Sep-12,$220K,0.00%,,2,0.00%,,1,0.00%,,,,,12,0,,100.10%,0.00%,
"San Jose, CA - Del Robles",Feb-13,$330K,,50.70%,1,,0.00%,1,,0.00%,,,,8,,-10,111.90%,,11.90%
"San Jose, CA - Del Robles",Mar-13,$330K,0.00%,49.30%,1,0.00%,-66.70%,1,0.00%,-50.00%,,,,8,0,-10,111.90%,0.00%,11.40%
"San Jose, CA - Del Robles",Apr-13,$330K,0.00%,49.30%,1,0.00%,-66.70%,2,100.00%,0.00%,,,,8,0,-10,111.90%,0.00%,11.40%
"San Jose, CA - Del Robles",May-13,$351K,6.40%,49.00%,2,100.00%,0.00%,1,-50.00%,0.00%,,,,18,10,-242,106.90%,-5.00%,6.20%
"San Jose, CA - Del Robles",Jun-13,$351K,0.00%,,2,0.00%,,2,100.00%,,1,,,18,0,,106.90%,0.00%,
"San Jose, CA - Del Robles",Jul-13,$351K,0.00%,59.90%,2,0.00%,0.00%,1,-50.00%,,,,,18,0,6,106.90%,0.00%,6.80%
"San Jose, CA - Del Robles",Aug-13,$435K,23.90%,98.20%,1,-50.00%,-50.00%,3,200.00%,200.00%,2,,100.00%,18,0,6,99.10%,-7.80%,-1.00%
"San Jose, CA - Del Robles",Sep-13,$435K,0.00%,98.20%,1,0.00%,-50.00%,2,-33.30%,100.00%,1,-50.00%,,18,0,6,99.10%,0.00%,-1.00%
"San Jose, CA - Del Robles",Oct-13,$435K,0.10%,,2,100.00%,,4,100.00%,,3,200.00%,,14,-4,,100.20%,1.10%,
"San Jose, CA - Del Robles",Nov-13,$436K,0.10%,,1,-50.00%,,2,-50.00%,,1,-66.70%,,10,-4,,101.30%,1.10%,
"San Jose, CA - Del Robles",Dec-13,$420K,-3.50%,,2,100.00%,,2,0.00%,,1,0.00%,,11,1,,104.70%,3.40%,
"San Jose, CA - Del Robles",Jan-14,$405K,-3.60%,,1,-50.00%,,,,,1,0.00%,,11,1,,108.00%,3.40%,
"San Jose, CA - Del Robles",Feb-14,$405K,0.00%,22.70%,1,0.00%,0.00%,,,,1,0.00%,,11,0,3,108.00%,0.00%,-3.80%
"San Jose, CA - Del Robles",Apr-14,$430K,,30.30%,1,,0.00%,1,,-50.00%,,,,29,,21,97.70%,,-14.10%
"San Jose, CA - Del Robles",May-14,$430K,0.00%,22.50%,1,0.00%,-50.00%,1,0.00%,0.00%,,,,29,0,11,97.70%,0.00%,-9.10%
"San Jose, CA - Del Robles",Jun-14,$430K,0.00%,22.50%,1,0.00%,-50.00%,,,,,,,29,0,11,97.70%,0.00%,-9.10%
"San Jose, CA - Del Robles",Sep-14,$460K,,5.70%,1,,0.00%,1,,-50.00%,,,,15,,-3,102.20%,,3.10%
"San Jose, CA - Del Robles",Oct-14,$460K,0.00%,5.70%,1,0.00%,-50.00%,1,0.00%,-75.00%,1,,-66.70%,15,0,1,102.20%,0.00%,2.00%
"San Jose, CA - Del Robles",Nov-14,$460K,0.00%,5.60%,1,0.00%,0.00%,2,100.00%,0.00%,1,0.00%,0.00%,15,0,5,102.20%,0.00%,0.90%
"San Jose, CA - Del Robles",Dec-14,$436K,-5.30%,3.60%,2,100.00%,0.00%,2,0.00%,0.00%,,,,33,18,23,107.70%,5.50%,3.00%
"San Jose, CA - Del Robles",Jan-15,$436K,0.00%,7.50%,2,0.00%,100.00%,1,-50.00%,,,,,33,0,22,107.70%,0.00%,-0.30%
"San Jose, CA - Del Robles",Feb-15,$436K,0.00%,7.50%,2,0.00%,100.00%,1,0.00%,,1,,0.00%,33,0,22,107.70%,0.00%,-0.30%
"San Jose, CA - Del Robles",Mar-15,$435K,-0.10%,,1,-50.00%,,1,0.00%,,,,,,,,103.60%,-4.10%,
"San Jose, CA - Del Robles",Apr-15,$435K,0.00%,1.20%,2,100.00%,100.00%,1,0.00%,0.00%,,,,35,,6,101.80%,-1.80%,4.00%
"San Jose, CA - Del Robles",May-15,$435K,0.00%,1.20%,2,0.00%,100.00%,,,,,,,35,0,6,101.80%,0.00%,4.00%
"San Jose, CA - Del Robles",Jun-15,$435K,0.00%,1.20%,1,-50.00%,0.00%,1,,,1,,,35,0,6,100.00%,-1.80%,2.30%
"San Jose, CA - Del Robles",Aug-15,$460K,,,1,,,3,,,2,,,61,,,98.90%,,
"San Jose, CA - Del Robles",Sep-15,$460K,0.00%,0.00%,1,0.00%,0.00%,2,-33.30%,100.00%,1,-50.00%,,61,0,46,98.90%,0.00%,-3.30%
"San Jose, CA - Del Robles",Oct-15,$450K,-2.20%,-2.20%,2,100.00%,100.00%,2,0.00%,100.00%,1,0.00%,0.00%,35,-27,20,101.80%,2.90%,-0.40%
"San Jose, CA - Del Robles",Nov-15,$445K,-1.10%,-3.30%,2,0.00%,100.00%,2,0.00%,0.00%,1,0.00%,0.00%,44,9,29,101.80%,0.00%,-0.40%
"San Jose, CA - Del Robles",Dec-15,$450K,1.10%,3.30%,3,50.00%,50.00%,2,0.00%,0.00%,1,0.00%,,30,-14,-3,102.00%,0.20%,-5.70%
"San Jose, CA - Del Robles",Jan-16,$465K,3.30%,6.80%,2,-33.30%,0.00%,1,-50.00%,0.00%,1,0.00%,,55,25,22,100.60%,-1.40%,-7.10%
"San Jose, CA - Del Robles",Feb-16,$480K,3.20%,10.20%,1,-50.00%,-50.00%,,,,,,,30,-25,-3,102.30%,1.70%,-5.40%
"San Jose, CA - Del Robles",Jun-16,$501K,,15.10%,1,,0.00%,2,,100.00%,1,,0.00%,44,,9,106.70%,,6.70%
"San Jose, CA - Del Robles",Jul-16,$501K,0.00%,,1,0.00%,,3,50.00%,,3,200.00%,,44,0,,106.70%,0.00%,
"San Jose, CA - Del Robles",Aug-16,$501K,0.00%,8.80%,1,0.00%,0.00%,4,33.30%,33.30%,3,0.00%,50.00%,44,0,-17,106.70%,0.00%,7.80%
"San Jose, CA - Del Robles",Sep-16,$525K,4.90%,14.10%,1,0.00%,0.00%,3,-25.00%,50.00%,1,-66.70%,0.00%,42,-2,-19,105.20%,-1.50%,6.30%
"San Jose, CA - Del Robles",Oct-16,$507K,-3.40%,12.70%,2,100.00%,0.00%,2,-33.30%,0.00%,1,0.00%,0.00%,65,23,31,102.70%,-2.50%,0.90%
"San Jose, CA - Del Robles",Nov-16,$507K,0.00%,13.90%,4,100.00%,100.00%,1,-50.00%,-50.00%,,,,65,0,22,100.60%,-2.20%,-1.30%
"San Jose, CA - Del Robles",Dec-16,$489K,-3.60%,8.70%,3,-25.00%,0.00%,1,0.00%,-50.00%,,,,88,23,58,99.00%,-1.60%,-3.00%
"San Jose, CA - Dovehill",Jan-12,$225K,0.00%,-13.50%,4,0.00%,300.00%,3,50.00%,0.00%,3,0.00%,0.00%,25,0,-40,111.80%,0.00%,11.80%
"San Jose, CA - Dovehill",Feb-12,$220K,-2.20%,-15.40%,3,-25.00%,200.00%,2,-33.30%,-66.70%,1,-66.70%,-80.00%,146,121,81,104.90%,-6.90%,4.90%
"San Jose, CA - Dovehill",Mar-12,$198K,-10.00%,-1.00%,1,-66.70%,0.00%,3,50.00%,-40.00%,1,0.00%,-66.70%,146,0,138,100.00%,-4.90%,13.00%
"San Jose, CA - Dovehill",Apr-12,$198K,0.00%,-14.80%,3,200.00%,50.00%,2,-33.30%,-66.70%,1,0.00%,-75.00%,48,-98,37,100.30%,0.30%,5.80%
"San Jose, CA - Dovehill",May-12,$228K,14.90%,-13.30%,2,-33.30%,-50.00%,4,100.00%,100.00%,2,100.00%,-50.00%,32,-16,17,100.40%,0.10%,6.50%
"San Jose, CA - Dovehill",Jun-12,$228K,0.00%,-14.20%,2,0.00%,-33.30%,3,-25.00%,0.00%,1,-50.00%,-75.00%,32,0,15,100.40%,0.00%,4.20%
"San Jose, CA - Dovehill",Jul-12,$233K,2.20%,-11.40%,2,0.00%,0.00%,3,0.00%,200.00%,,,,47,15,19,108.50%,8.10%,15.20%
"San Jose, CA - Dovehill",Aug-12,$240K,3.20%,-5.90%,3,50.00%,200.00%,3,0.00%,0.00%,1,,-83.30%,29,-18,6,106.70%,-1.80%,-9.30%
"San Jose, CA - Dovehill",Sep-12,$240K,0.00%,-5.90%,3,0.00%,200.00%,4,33.30%,33.30%,1,0.00%,-80.00%,29,0,6,106.70%,0.00%,-9.30%
"San Jose, CA - Dovehill",Oct-12,$264K,9.80%,3.30%,2,-33.30%,100.00%,3,-25.00%,-25.00%,1,0.00%,-75.00%,19,-10,-4,99.50%,-7.20%,-16.40%
"San Jose, CA - Dovehill",Nov-12,$287K,8.90%,28.40%,1,-50.00%,-50.00%,1,-66.70%,-66.70%,1,0.00%,-66.70%,16,-3,-9,96.00%,-3.50%,-20.20%
"San Jose, CA - Dovehill",Dec-12,$286K,-0.30%,27.10%,2,100.00%,-50.00%,1,0.00%,-50.00%,1,0.00%,-66.70%,16,-1,-10,106.20%,10.20%,-5.60%
"San Jose, CA - Dovehill",Jan-13,$285K,-0.30%,26.70%,1,-50.00%,-75.00%,2,100.00%,-33.30%,,,,15,-1,-10,116.30%,10.20%,4.50%
"San Jose, CA - Dovehill",Feb-13,$333K,16.70%,51.10%,2,100.00%,-33.30%,4,100.00%,100.00%,1,,0.00%,17,2,-130,112.40%,-3.90%,7.50%
"San Jose, CA - Dovehill",Mar-13,$350K,5.30%,76.80%,5,150.00%,400.00%,8,100.00%,166.70%,2,100.00%,100.00%,9,-8,-137,109.10%,-3.30%,9.10%
"San Jose, CA - Dovehill",Apr-13,$340K,-2.90%,71.70%,6,20.00%,100.00%,9,12.50%,350.00%,1,-50.00%,0.00%,10,1,-38,111.50%,2.40%,11.20%
"San Jose, CA - Dovehill",May-13,$300K,-11.80%,31.90%,7,16.70%,250.00%,7,-22.20%,75.00%,,,,9,-1,-23,109.50%,-2.00%,9.10%
"San Jose, CA - Dovehill",Jun-13,$290K,-3.30%,27.50%,5,-28.60%,150.00%,3,-57.10%,0.00%,1,,0.00%,46,37,14,106.80%,-2.70%,6.30%
"San Jose, CA - Dovehill",Jul-13,$290K,0.00%,24.70%,5,0.00%,150.00%,3,0.00%,0.00%,2,100.00%,,16,-30,-31,101.40%,-5.40%,-7.10%
"San Jose, CA - Dovehill",Aug-13,$338K,16.40%,40.60%,4,-20.00%,33.30%,4,33.30%,33.30%,1,-50.00%,0.00%,31,15,2,100.70%,-0.70%,-6.00%
"San Jose, CA - Dovehill",Sep-13,$325K,-3.70%,35.40%,3,-25.00%,0.00%,4,0.00%,0.00%,1,0.00%,0.00%,8,-23,-21,102.40%,1.70%,-4.30%
"San Jose, CA - Dovehill",Oct-13,$375K,15.40%,42.30%,3,0.00%,50.00%,2,-50.00%,-33.30%,,,,33,25,14,101.70%,-0.70%,2.20%
"San Jose, CA - Dovehill",Nov-13,$375K,0.00%,30.70%,2,-33.30%,100.00%,1,-50.00%,0.00%,,,,18,-15,2,101.70%,0.00%,5.70%
"San Jose, CA - Dovehill",Dec-13,$425K,13.30%,48.60%,1,-50.00%,-50.00%,1,0.00%,0.00%,,,,33,15,18,94.70%,-7.00%,-11.50%
"San Jose, CA - Dovehill",Jan-14,$352K,-17.20%,23.50%,1,0.00%,0.00%,1,0.00%,-50.00%,,,,14,-19,-1,106.70%,12.00%,-9.60%
"San Jose, CA - Dovehill",Feb-14,$352K,0.00%,5.90%,1,0.00%,-50.00%,1,0.00%,-75.00%,,,,14,0,-3,106.70%,0.00%,-5.80%
"San Jose, CA - Dovehill",Mar-14,$352K,0.00%,0.60%,1,0.00%,-80.00%,,,,,,,14,0,5,106.70%,0.00%,-2.40%
"San Jose, CA - Dovehill",May-14,$445K,,48.30%,1,,-85.70%,1,,-85.70%,,,,11,,2,111.60%,,2.10%
"San Jose, CA - Dovehill",Jun-14,$445K,0.00%,53.40%,1,0.00%,-80.00%,1,0.00%,-66.70%,,,,11,0,-35,111.60%,0.00%,4.80%
"San Jose, CA - Dovehill",Jul-14,$445K,0.00%,53.40%,1,0.00%,-80.00%,1,0.00%,-66.70%,1,,-50.00%,11,0,-5,111.60%,0.00%,10.20%
"San Jose, CA - Dovehill",Sep-14,$370K,,13.80%,1,,-66.70%,2,,-50.00%,1,,0.00%,31,,23,102.80%,,0.40%
"San Jose, CA - Dovehill",Oct-14,$370K,0.00%,-1.30%,1,0.00%,-66.70%,2,0.00%,0.00%,2,100.00%,,31,0,-2,102.80%,0.00%,1.10%
"San Jose, CA - Dovehill",Nov-14,$370K,0.00%,-1.30%,1,0.00%,-50.00%,1,-50.00%,0.00%,1,-50.00%,,31,0,13,102.80%,0.00%,1.10%
"San Jose, CA - Dovehill",Feb-15,$434K,,23.20%,2,,100.00%,3,,200.00%,,,,42,,28,104.40%,,-2.30%
"San Jose, CA - Dovehill",Mar-15,$408K,-6.00%,15.80%,4,100.00%,300.00%,3,0.00%,,,,,13,-29,-1,103.20%,-1.20%,-3.50%
"San Jose, CA - Dovehill",Apr-15,$408K,0.00%,,4,0.00%,,2,-33.30%,,,,,13,0,,103.20%,0.00%,
"San Jose, CA - Dovehill",May-15,$420K,3.10%,-5.60%,3,-25.00%,200.00%,2,0.00%,100.00%,1,,,10,-3,-1,105.10%,1.90%,-6.50%
"San Jose, CA - Dovehill",Jun-15,$500K,19.00%,12.40%,1,-66.70%,0.00%,3,50.00%,200.00%,2,100.00%,,10,0,-1,111.10%,6.10%,-0.40%
"San Jose, CA - Dovehill",Jul-15,$500K,0.00%,12.40%,1,0.00%,0.00%,2,-33.30%,100.00%,1,-50.00%,0.00%,10,0,-1,111.10%,0.00%,-0.40%
"San Jose, CA - Dovehill",Aug-15,$415K,-17.00%,,1,0.00%,,1,-50.00%,,,,,8,-2,,100.00%,-11.10%,
"San Jose, CA - Dovehill",Sep-15,$415K,0.00%,12.20%,1,0.00%,0.00%,1,0.00%,-50.00%,1,,0.00%,8,0,-23,100.00%,0.00%,-2.80%
"San Jose, CA - Dovehill",Oct-15,$415K,0.00%,12.20%,1,0.00%,0.00%,1,0.00%,-50.00%,1,0.00%,-50.00%,8,0,-23,100.00%,0.00%,-2.80%
"San Jose, CA - Dovehill",Jan-16,$495K,,,1,,,1,,,,,,76,,,100.00%,,
"San Jose, CA - Dovehill",Feb-16,$495K,0.00%,14.20%,1,0.00%,-50.00%,2,100.00%,-33.30%,2,,,76,0,34,100.00%,0.00%,-4.40%
"San Jose, CA - Dovehill",Mar-16,$518K,4.60%,27.00%,2,100.00%,-50.00%,2,0.00%,-33.30%,,,,60,-16,47,104.00%,4.00%,0.80%
"San Jose, CA - Dovehill",Apr-16,$545K,5.30%,33.80%,2,0.00%,-50.00%,3,50.00%,50.00%,1,,,29,-32,16,109.10%,5.10%,5.90%
"San Jose, CA - Dovehill",May-16,$550K,0.90%,31.00%,3,50.00%,0.00%,3,0.00%,50.00%,1,0.00%,0.00%,23,-6,13,109.80%,0.60%,4.70%
"San Jose, CA - Dovehill",Jun-16,$555K,0.90%,11.00%,3,0.00%,200.00%,3,0.00%,0.00%,,,,13,-10,3,106.80%,-3.00%,-4.30%
"San Jose, CA - Dovehill",Jul-16,$560K,0.90%,12.00%,3,0.00%,200.00%,3,0.00%,50.00%,1,,0.00%,23,10,13,105.30%,-1.50%,-5.80%
"San Jose, CA - Dovehill",Aug-16,$560K,0.00%,34.90%,3,0.00%,200.00%,2,-33.30%,100.00%,1,0.00%,,32,9,24,101.90%,-3.40%,1.90%
"San Jose, CA - Dovehill",Sep-16,$560K,0.00%,34.90%,2,-33.30%,100.00%,3,50.00%,200.00%,2,100.00%,100.00%,42,10,34,103.20%,1.40%,3.20%
"San Jose, CA - Dovehill",Oct-16,$550K,-1.80%,32.50%,1,-50.00%,0.00%,4,33.30%,300.00%,4,100.00%,300.00%,51,10,43,100.80%,-2.50%,0.80%
"San Jose, CA - Dovehill",Nov-16,$515K,-6.40%,,1,0.00%,,3,-25.00%,,3,-25.00%,,99,48,,103.00%,2.30%,
"San Jose, CA - Dovehill",Dec-16,$540K,4.90%,,2,100.00%,,4,33.30%,,4,33.30%,,81,-19,,103.00%,-0.10%,
"San Jose, CA - Downtown San Jose",Jan-12,$380K,2.70%,-10.20%,5,-16.70%,0.00%,5,0.00%,-28.60%,5,0.00%,-54.50%,53,-20,9,98.00%,-0.30%,-0.60%
"San Jose, CA - Downtown San Jose",Feb-12,$320K,-15.80%,-19.20%,3,-40.00%,-25.00%,7,40.00%,16.70%,5,0.00%,-44.40%,28,-25,-24,95.10%,-3.00%,-3.50%
"San Jose, CA - Downtown San Jose",Mar-12,$302K,-5.80%,-26.30%,2,-33.30%,-50.00%,6,-14.30%,-14.30%,5,0.00%,-37.50%,41,13,-11,97.00%,1.90%,-4.20%
"San Jose, CA - Downtown San Jose",Apr-12,$335K,11.10%,-17.20%,3,50.00%,-25.00%,8,33.30%,166.70%,7,40.00%,16.70%,53,13,-3,97.10%,0.10%,-2.40%
"San Jose, CA - Downtown San Jose",May-12,$365K,9.00%,-9.80%,3,0.00%,-25.00%,9,12.50%,80.00%,7,0.00%,-12.50%,53,0,26,99.20%,2.10%,-0.80%
"San Jose, CA - Downtown San Jose",Jun-12,$415K,13.80%,-3.20%,4,33.30%,-33.30%,8,-11.10%,60.00%,4,-42.90%,-60.00%,61,8,5,99.10%,-0.10%,1.00%
"San Jose, CA - Downtown San Jose",Jul-12,$440K,5.90%,8.20%,6,50.00%,0.00%,5,-37.50%,0.00%,3,-25.00%,-66.70%,39,-22,-145,101.30%,2.20%,1.70%
"San Jose, CA - Downtown San Jose",Aug-12,$413K,-6.10%,2.40%,8,33.30%,33.30%,3,-40.00%,-40.00%,3,0.00%,-62.50%,39,0,-159,103.60%,2.40%,4.00%
"San Jose, CA - Downtown San Jose",Sep-12,$413K,0.00%,9.00%,6,-25.00%,50.00%,4,33.30%,0.00%,2,-33.30%,-66.70%,23,-17,-232,104.80%,1.10%,5.70%
"San Jose, CA - Downtown San Jose",Oct-12,$411K,-0.60%,11.20%,6,0.00%,100.00%,4,0.00%,-33.30%,3,50.00%,-57.10%,31,8,-187,104.20%,-0.60%,5.00%
"San Jose, CA - Downtown San Jose",Nov-12,$404K,-1.70%,6.20%,4,-33.30%,-20.00%,5,25.00%,25.00%,1,-66.70%,-75.00%,55,24,-38,100.90%,-3.30%,2.00%
"San Jose, CA - Downtown San Jose",Dec-12,$433K,7.20%,16.90%,8,100.00%,33.30%,5,0.00%,0.00%,1,0.00%,-80.00%,28,-27,-45,101.90%,1.00%,3.60%
"San Jose, CA - Downtown San Jose",Jan-13,$483K,11.60%,27.00%,6,-25.00%,20.00%,3,-40.00%,-40.00%,,,,20,-9,-34,101.70%,-0.20%,3.70%
"San Jose, CA - Downtown San Jose",Feb-13,$460K,-4.70%,43.80%,8,33.30%,166.70%,2,-33.30%,-71.40%,,,,21,2,-7,103.40%,1.70%,8.30%
"San Jose, CA - Downtown San Jose",Mar-13,$457K,-0.50%,51.70%,4,-50.00%,100.00%,2,0.00%,-66.70%,,,,63,42,22,103.90%,0.50%,6.90%
"San Jose, CA - Downtown San Jose",Apr-13,$457K,0.00%,36.60%,4,0.00%,33.30%,3,50.00%,-62.50%,1,,-85.70%,63,0,10,103.90%,0.00%,6.80%
"San Jose, CA - Downtown San Jose",May-13,$496K,8.30%,35.80%,2,-50.00%,-33.30%,8,166.70%,-11.10%,3,200.00%,-57.10%,14,-49,-39,105.10%,1.30%,6.00%
"San Jose, CA - Downtown San Jose",Jun-13,$540K,9.00%,30.00%,7,250.00%,75.00%,12,50.00%,50.00%,1,-66.70%,-75.00%,11,-3,-50,106.30%,1.20%,7.20%
"San Jose, CA - Downtown San Jose",Jul-13,$535K,-0.90%,21.60%,10,42.90%,66.70%,15,25.00%,200.00%,2,100.00%,-33.30%,11,0,-28,105.40%,-1.00%,4.10%
"San Jose, CA - Downtown San Jose",Aug-13,$540K,0.90%,30.80%,13,30.00%,62.50%,13,-13.30%,333.30%,3,50.00%,0.00%,10,-2,-30,105.10%,-0.20%,1.50%
"San Jose, CA - Downtown San Jose",Sep-13,$553K,2.30%,33.80%,10,-23.10%,66.70%,10,-23.10%,150.00%,3,0.00%,50.00%,10,0,-13,103.40%,-1.80%,-1.40%
"San Jose, CA - Downtown San Jose",Oct-13,$555K,0.50%,35.20%,8,-20.00%,33.30%,10,0.00%,150.00%,2,-33.30%,-33.30%,9,-1,-22,104.70%,1.40%,0.50%
"San Jose, CA - Downtown San Jose",Nov-13,$560K,0.90%,38.80%,9,12.50%,125.00%,6,-40.00%,20.00%,,,,13,4,-42,101.60%,-3.10%,0.70%
"San Jose, CA - Downtown San Jose",Dec-13,$560K,0.00%,29.50%,9,0.00%,12.50%,4,-33.30%,-20.00%,,,,15,2,-13,101.10%,-0.50%,-0.80%
"San Jose, CA - Downtown San Jose",Jan-14,$560K,0.00%,16.10%,7,-22.20%,16.70%,1,-75.00%,-66.70%,1,,,15,0,-5,99.50%,-1.60%,-2.30%
"San Jose, CA - Downtown San Jose",Feb-14,$498K,-11.20%,8.20%,2,-71.40%,-75.00%,3,200.00%,50.00%,2,100.00%,,36,21,15,97.80%,-1.60%,-5.60%
"San Jose, CA - Downtown San Jose",Mar-14,$515K,3.40%,12.50%,2,0.00%,-50.00%,6,100.00%,200.00%,3,50.00%,,7,-29,-56,104.90%,7.10%,1.00%
