Region,Month of Period End,Median Sale Price,Median Sale Price MoM ,Median Sale Price YoY ,Homes Sold,Homes Sold MoM ,Homes Sold YoY ,New Listings,New Listings MoM ,New Listings YoY ,Inventory,Inventory MoM , Inventory YoY ,Days on Market,Days on Market MoM,Days on Market YoY,Average Sale To List,Average Sale To List MoM ,Average Sale To List YoY 
"San Jose, CA - Central San Jose",Oct-13,$570K,5.60%,38.70%,25,0.00%,31.60%,29,-9.40%,190.00%,4,-55.60%,-50.00%,12,2,-7,103.90%,-0.10%,0.90%
"San Jose, CA - Central San Jose",Nov-13,$555K,-2.60%,36.70%,24,-4.00%,33.30%,16,-44.80%,45.50%,3,-25.00%,50.00%,16,4,-5,103.30%,-0.50%,-0.10%
"San Jose, CA - Central San Jose",Dec-13,$555K,0.00%,24.70%,20,-16.70%,5.30%,11,-31.30%,-21.40%,3,0.00%,-25.00%,16,0,-4,102.30%,-1.00%,0.90%
"San Jose, CA - Central San Jose",Jan-14,$550K,-0.90%,31.00%,13,-35.00%,-31.60%,8,-27.30%,-52.90%,6,100.00%,20.00%,15,-1,-3,102.00%,-0.40%,-0.40%
"San Jose, CA - Central San Jose",Feb-14,$460K,-16.40%,2.80%,5,-61.50%,-75.00%,9,12.50%,-47.10%,7,16.70%,133.30%,13,-2,-8,100.90%,-1.10%,-1.70%
"San Jose, CA - Central San Jose",Mar-14,$512K,11.40%,15.10%,4,-20.00%,-73.30%,14,55.60%,-6.70%,8,14.30%,300.00%,7,-6,-6,101.70%,0.90%,-2.50%
"San Jose, CA - Central San Jose",Apr-14,$559K,9.10%,12.50%,12,200.00%,-14.30%,23,64.30%,53.30%,10,25.00%,100.00%,10,3,-7,102.70%,0.90%,-1.10%
"San Jose, CA - Central San Jose",May-14,$570K,2.00%,20.80%,19,58.30%,35.70%,28,21.70%,47.40%,8,-20.00%,100.00%,12,2,-1,102.50%,-0.20%,-2.60%
"San Jose, CA - Central San Jose",Jun-14,$600K,5.30%,13.20%,29,52.60%,45.00%,33,17.90%,22.20%,8,0.00%,166.70%,13,1,0,102.40%,-0.10%,-3.10%
"San Jose, CA - Central San Jose",Jul-14,$603K,0.50%,17.80%,26,-10.30%,8.30%,29,-12.10%,0.00%,9,12.50%,28.60%,13,-1,3,102.00%,-0.30%,-3.40%
"San Jose, CA - Central San Jose",Aug-14,$611K,1.20%,13.10%,26,0.00%,-3.70%,33,13.80%,-10.80%,11,22.20%,-26.70%,13,1,4,102.40%,0.40%,-2.10%
"San Jose, CA - Central San Jose",Sep-14,$584K,-4.30%,8.10%,24,-7.70%,-4.00%,28,-15.20%,-12.50%,11,0.00%,22.20%,13,-1,3,101.60%,-0.80%,-2.40%
"San Jose, CA - Central San Jose",Oct-14,$602K,3.10%,5.60%,25,4.20%,0.00%,23,-17.90%,-20.70%,10,-9.10%,150.00%,20,8,8,101.00%,-0.60%,-2.80%
"San Jose, CA - Central San Jose",Nov-14,$592K,-1.70%,6.60%,23,-8.00%,-4.20%,12,-47.80%,-25.00%,9,-10.00%,200.00%,20,0,4,100.30%,-0.70%,-3.00%
"San Jose, CA - Central San Jose",Dec-14,$599K,1.20%,7.90%,20,-13.00%,0.00%,8,-33.30%,-27.30%,5,-44.40%,66.70%,25,5,9,100.20%,-0.10%,-2.10%
"San Jose, CA - Central San Jose",Jan-15,$581K,-3.00%,5.60%,13,-35.00%,0.00%,7,-12.50%,-12.50%,5,0.00%,-16.70%,26,1,11,100.40%,0.20%,-1.50%
"San Jose, CA - Central San Jose",Feb-15,$635K,9.40%,38.00%,10,-23.10%,100.00%,13,85.70%,44.40%,6,20.00%,-14.30%,42,16,29,99.70%,-0.70%,-1.10%
"San Jose, CA - Central San Jose",Mar-15,$615K,-3.10%,20.00%,14,40.00%,250.00%,28,115.40%,100.00%,7,16.70%,-12.50%,16,-27,9,102.20%,2.50%,0.50%
"San Jose, CA - Central San Jose",Apr-15,$665K,8.10%,18.90%,30,114.30%,150.00%,37,32.10%,60.90%,9,28.60%,-10.00%,11,-5,1,103.60%,1.40%,0.90%
"San Jose, CA - Central San Jose",May-15,$665K,0.00%,16.70%,38,26.70%,100.00%,44,18.90%,57.10%,9,0.00%,12.50%,10,-1,-2,105.00%,1.40%,2.50%
"San Jose, CA - Central San Jose",Jun-15,$675K,1.50%,12.50%,37,-2.60%,27.60%,36,-18.20%,9.10%,9,0.00%,12.50%,11,1,-2,105.80%,0.80%,3.50%
"San Jose, CA - Central San Jose",Jul-15,$678K,0.40%,12.40%,28,-24.30%,7.70%,35,-2.80%,20.70%,9,0.00%,0.00%,12,1,-1,106.30%,0.50%,4.30%
"San Jose, CA - Central San Jose",Aug-15,$685K,1.10%,12.20%,33,17.90%,26.90%,27,-22.90%,-18.20%,7,-22.20%,-36.40%,14,2,1,104.30%,-2.00%,1.90%
"San Jose, CA - Central San Jose",Sep-15,$690K,0.70%,18.20%,29,-12.10%,20.80%,26,-3.70%,-7.10%,7,0.00%,-36.40%,13,-2,0,104.50%,0.20%,2.90%
"San Jose, CA - Central San Jose",Oct-15,$695K,0.70%,15.40%,29,0.00%,16.00%,18,-30.80%,-21.70%,5,-28.60%,-50.00%,15,2,-6,104.90%,0.40%,3.90%
"San Jose, CA - Central San Jose",Nov-15,$690K,-0.70%,16.60%,17,-41.40%,-26.10%,17,-5.60%,41.70%,6,20.00%,-33.30%,26,12,6,105.80%,0.90%,5.40%
"San Jose, CA - Central San Jose",Dec-15,$703K,1.80%,17.30%,14,-17.60%,-30.00%,12,-29.40%,50.00%,3,-50.00%,-40.00%,27,1,2,105.50%,-0.30%,5.20%
"San Jose, CA - Central San Jose",Jan-16,$685K,-2.50%,18.00%,14,0.00%,7.70%,18,50.00%,157.10%,6,100.00%,20.00%,11,-17,-16,103.70%,-1.70%,3.30%
"San Jose, CA - Central San Jose",Feb-16,$727K,6.10%,14.50%,17,21.40%,70.00%,16,-11.10%,23.10%,4,-33.30%,-33.30%,9,-2,-33,105.40%,1.70%,5.70%
"San Jose, CA - Central San Jose",Mar-16,$740K,1.80%,20.30%,20,17.60%,42.90%,18,12.50%,-35.70%,3,-25.00%,-57.10%,9,0,-7,104.90%,-0.50%,2.70%
"San Jose, CA - Central San Jose",Apr-16,$747K,0.90%,12.30%,16,-20.00%,-46.70%,14,-22.20%,-62.20%,7,133.30%,-22.20%,10,1,-1,105.30%,0.40%,1.70%
"San Jose, CA - Central San Jose",May-16,$760K,1.80%,14.30%,13,-18.80%,-65.80%,17,21.40%,-61.40%,10,42.90%,11.10%,17,7,7,104.00%,-1.30%,-1.10%
"San Jose, CA - Central San Jose",Jun-16,$713K,-6.20%,5.60%,13,0.00%,-64.90%,22,29.40%,-38.90%,12,20.00%,33.30%,27,11,16,103.20%,-0.80%,-2.60%
"San Jose, CA - Central San Jose",Jul-16,$755K,5.90%,11.40%,18,38.50%,-35.70%,22,0.00%,-37.10%,7,-41.70%,-22.20%,28,1,16,103.00%,-0.20%,-3.30%
"San Jose, CA - Central San Jose",Aug-16,$750K,-0.70%,9.50%,21,16.70%,-36.40%,21,-4.50%,-22.20%,8,14.30%,14.30%,28,1,14,103.10%,0.10%,-1.20%
"San Jose, CA - Central San Jose",Sep-16,$750K,0.00%,8.70%,18,-14.30%,-37.90%,16,-23.80%,-38.50%,7,-12.50%,0.00%,29,1,17,103.20%,0.10%,-1.30%
"San Jose, CA - Central San Jose",Oct-16,$729K,-2.80%,4.90%,12,-33.30%,-58.60%,19,18.80%,5.60%,11,57.10%,120.00%,27,-2,13,102.70%,-0.50%,-2.20%
"San Jose, CA - Central San Jose",Nov-16,$725K,-0.50%,5.10%,12,0.00%,-29.40%,13,-31.60%,-23.50%,3,-72.70%,-50.00%,32,5,6,101.80%,-0.90%,-4.00%
"San Jose, CA - Central San Jose",Dec-16,$725K,0.00%,3.20%,15,25.00%,7.10%,9,-30.80%,-25.00%,1,-66.70%,-66.70%,40,8,13,101.10%,-0.70%,-4.30%
"San Jose, CA - Chaboya",Apr-12,$443K,,28.30%,2,,100.00%,,,,,,,161,,111,100.10%,,4.00%
"San Jose, CA - Chaboya",May-12,$443K,0.00%,28.30%,2,0.00%,-33.30%,,,,,,,161,0,111,100.10%,0.00%,1.10%
"San Jose, CA - Chaboya",Jun-12,$443K,0.00%,28.30%,2,0.00%,-33.30%,,,,,,,161,0,111,100.10%,0.00%,1.10%
"San Jose, CA - Chaboya",Aug-12,$360K,,-35.70%,1,,-66.70%,,,,,,,4,,-32,107.50%,,8.20%
"San Jose, CA - Chaboya",Sep-12,$360K,0.00%,-33.30%,1,0.00%,-75.00%,,,,,,,4,0,-29,107.50%,0.00%,8.50%
"San Jose, CA - Chaboya",Oct-12,$360K,0.00%,-34.90%,1,0.00%,-75.00%,,,,,,,4,0,-22,107.50%,0.00%,6.40%
"San Jose, CA - Chaboya",Mar-13,$640K,,,1,,,2,,,,,,5,,,100.30%,,
"San Jose, CA - Chaboya",Apr-13,$643K,0.40%,45.20%,2,100.00%,0.00%,2,0.00%,,,,,6,1,-155,102.30%,2.00%,2.30%
"San Jose, CA - Chaboya",May-13,$643K,0.00%,45.20%,2,0.00%,0.00%,1,-50.00%,,,,,6,0,-155,102.30%,0.00%,2.30%
"San Jose, CA - Chaboya",Jun-13,$670K,4.30%,51.40%,2,0.00%,0.00%,2,100.00%,,1,,,9,3,-152,103.40%,1.10%,3.40%
"San Jose, CA - Chaboya",Jul-13,$695K,3.70%,,1,-50.00%,,2,0.00%,,1,0.00%,,11,2,,102.50%,-0.90%,
"San Jose, CA - Chaboya",Aug-13,$695K,0.00%,93.10%,1,0.00%,0.00%,1,-50.00%,,,,,11,0,7,102.50%,0.00%,-5.00%
"San Jose, CA - Chaboya",Oct-13,$642K,,78.30%,3,,200.00%,4,,,2,,,36,,32,99.60%,,-7.80%
"San Jose, CA - Chaboya",Nov-13,$656K,2.20%,,4,33.30%,,4,0.00%,,1,-50.00%,,16,-20,,101.20%,1.50%,
"San Jose, CA - Chaboya",Dec-13,$650K,-1.00%,,6,50.00%,,3,-25.00%,,,,,23,7,,100.90%,-0.20%,
"San Jose, CA - Chaboya",Jan-14,$658K,1.20%,,3,-50.00%,,2,-33.30%,,,,,20,-3,,102.30%,1.30%,
"San Jose, CA - Chaboya",Feb-14,$665K,1.10%,,4,33.30%,,2,0.00%,,,,,19,-1,,100.60%,-1.70%,
"San Jose, CA - Chaboya",Mar-14,$700K,5.30%,9.40%,2,-50.00%,100.00%,3,50.00%,50.00%,,,,17,-3,12,100.60%,0.10%,0.30%
"San Jose, CA - Chaboya",Apr-14,$692K,-1.10%,7.70%,3,50.00%,50.00%,2,-33.30%,0.00%,1,,,14,-3,8,102.20%,1.50%,-0.20%
"San Jose, CA - Chaboya",May-14,$692K,0.00%,7.70%,1,-66.70%,-50.00%,2,0.00%,100.00%,1,0.00%,,9,-5,3,105.20%,3.00%,2.80%
"San Jose, CA - Chaboya",Jun-14,$692K,0.00%,3.30%,1,0.00%,-50.00%,2,0.00%,0.00%,,,,9,0,0,105.20%,0.00%,1.70%
"San Jose, CA - Chaboya",Jul-14,$663K,-4.20%,-4.60%,1,0.00%,0.00%,1,-50.00%,-50.00%,,,,16,7,5,99.00%,-6.20%,-3.60%
"San Jose, CA - Chaboya",Aug-14,$663K,0.00%,-4.60%,1,0.00%,0.00%,1,0.00%,0.00%,,,,16,0,5,99.00%,0.00%,-3.60%
"San Jose, CA - Chaboya",Sep-14,$663K,0.00%,,1,0.00%,,,,,,,,16,0,,99.00%,0.00%,
"San Jose, CA - Chaboya",Aug-15,$805K,,21.40%,3,,200.00%,6,,500.00%,2,,,45,,29,99.00%,,0.10%
"San Jose, CA - Chaboya",Sep-15,$745K,-7.50%,12.40%,5,66.70%,400.00%,6,0.00%,,1,-50.00%,,21,-24,5,99.30%,0.30%,0.30%
"San Jose, CA - Chaboya",Oct-15,$749K,0.50%,,7,40.00%,,3,-50.00%,,,,,21,0,,99.60%,0.40%,
"San Jose, CA - Chaboya",Nov-15,$747K,-0.30%,,4,-42.90%,,1,-66.70%,,,,,19,-3,,100.10%,0.50%,
"San Jose, CA - Chaboya",Dec-15,$764K,2.20%,,2,-50.00%,,,,,,,,38,19,,100.50%,0.40%,
"San Jose, CA - Chaboya",Mar-16,$676K,,,1,,,2,,,,,,11,,,105.60%,,
"San Jose, CA - Chaboya",Apr-16,$743K,9.90%,,2,100.00%,,3,50.00%,,1,,,11,0,,104.20%,-1.50%,
"San Jose, CA - Chaboya",May-16,$743K,0.00%,,2,0.00%,,3,0.00%,,,,,11,0,,104.20%,0.00%,
"San Jose, CA - Chaboya",Jun-16,$805K,8.30%,,3,50.00%,,2,-33.30%,,,,,11,0,,102.50%,-1.60%,
"San Jose, CA - Chaboya",Jul-16,$791K,-1.70%,,2,-33.30%,,2,0.00%,,1,,,13,2,,102.50%,-0.10%,
"San Jose, CA - Chaboya",Aug-16,$791K,0.00%,-1.70%,2,0.00%,-33.30%,1,-50.00%,-83.30%,,,,13,0,-32,102.50%,0.00%,3.50%
"San Jose, CA - Cherrywood",Mar-12,$227K,,,1,,,,,,,,,54,,,98.70%,,
"San Jose, CA - Cherrywood",Apr-12,$227K,0.00%,,1,0.00%,,1,,,,,,54,0,,98.70%,0.00%,
"San Jose, CA - Cherrywood",May-12,$227K,0.00%,,1,0.00%,,1,0.00%,,,,,54,0,,98.70%,0.00%,
"San Jose, CA - Cherrywood",Jun-12,$485K,113.70%,,1,0.00%,,1,0.00%,,,,,21,-33,,99.00%,0.30%,
"San Jose, CA - Cherrywood",Jul-12,$485K,0.00%,,1,0.00%,,,,,,,,21,0,,99.00%,0.00%,
"San Jose, CA - Cherrywood",Aug-12,$485K,0.00%,,1,0.00%,,,,,,,,21,0,,99.00%,0.00%,
"San Jose, CA - Cherrywood",May-13,$666K,,193.20%,1,,0.00%,4,,300.00%,2,,,7,,-47,110.90%,,12.20%
"San Jose, CA - Cherrywood",Jun-13,$645K,-3.10%,32.90%,2,100.00%,100.00%,4,0.00%,300.00%,,,,7,0,-14,107.50%,-3.50%,8.50%
"San Jose, CA - Cherrywood",Jul-13,$624K,-3.20%,28.70%,3,50.00%,200.00%,3,-25.00%,,,,,7,0,-14,105.90%,-1.50%,6.90%
"San Jose, CA - Cherrywood",Aug-13,$585K,-6.30%,20.50%,2,-33.30%,100.00%,2,-33.30%,,2,,,15,8,-6,103.40%,-2.50%,4.40%
"San Jose, CA - Cherrywood",Sep-13,$545K,-6.80%,,1,-50.00%,,2,0.00%,,1,-50.00%,,23,8,,102.90%,-0.60%,
"San Jose, CA - Cherrywood",Oct-13,$604K,10.80%,,1,0.00%,,2,0.00%,,,,,33,10,,95.90%,-7.00%,
"San Jose, CA - Cherrywood",Nov-13,$613K,1.50%,,2,100.00%,,,,,,,,42,9,,99.80%,3.90%,
"San Jose, CA - Cherrywood",Dec-13,$613K,0.00%,,2,0.00%,,,,,,,,42,0,,99.80%,0.00%,
"San Jose, CA - Cherrywood",Jan-14,$622K,1.50%,,1,-50.00%,,,,,,,,51,9,,103.70%,3.90%,
"San Jose, CA - Cherrywood",Apr-14,$656K,,,1,,,3,,,1,,,11,,,109.50%,,
"San Jose, CA - Cherrywood",May-14,$656K,0.00%,-1.40%,3,200.00%,200.00%,3,0.00%,-25.00%,,,,11,0,4,109.50%,-0.10%,-1.50%
"San Jose, CA - Cherrywood",Jun-14,$656K,0.00%,1.70%,3,0.00%,50.00%,4,33.30%,0.00%,1,,,11,0,4,109.50%,0.00%,2.00%
"San Jose, CA - Cherrywood",Jul-14,$653K,-0.50%,4.60%,4,33.30%,33.30%,4,0.00%,33.30%,1,0.00%,,9,-3,2,105.90%,-3.60%,0.00%
"San Jose, CA - Cherrywood",Aug-14,$648K,-0.80%,10.90%,3,-25.00%,50.00%,4,0.00%,100.00%,,,,8,-1,-7,101.90%,-4.00%,-1.50%
"San Jose, CA - Cherrywood",Sep-14,$648K,0.00%,18.90%,3,0.00%,200.00%,1,-75.00%,-50.00%,,,,8,0,-15,101.90%,0.00%,-1.00%
"San Jose, CA - Cherrywood",Oct-14,$658K,1.50%,8.90%,2,-33.30%,100.00%,,,,,,,32,24,-1,101.40%,-0.50%,5.50%
"San Jose, CA - Cherrywood",Nov-14,$670K,1.90%,9.30%,1,-50.00%,-50.00%,,,,,,,47,15,5,101.80%,0.40%,2.00%
"San Jose, CA - Cherrywood",Dec-14,$670K,0.00%,9.30%,1,0.00%,-50.00%,,,,,,,47,0,5,101.80%,0.00%,2.00%
"San Jose, CA - Cherrywood",Apr-15,$730K,,11.30%,1,,0.00%,1,,-66.70%,,,,10,,-1,112.30%,,2.80%
"San Jose, CA - Cherrywood",May-15,$730K,0.00%,11.30%,1,0.00%,-66.70%,,,,,,,10,0,-1,112.30%,0.00%,2.90%
"San Jose, CA - Cherrywood",Jun-15,$730K,0.00%,11.30%,1,0.00%,-66.70%,,,,,,,10,0,-1,112.30%,0.00%,2.90%
"San Jose, CA - Cherrywood",Mar-16,$790K,,,1,,,1,,,,,,20,,,98.90%,,
"San Jose, CA - Cherrywood",Apr-16,$790K,0.00%,8.20%,1,0.00%,0.00%,,,,,,,20,0,10,98.90%,0.00%,-13.40%
"San Jose, CA - Cherrywood",May-16,$790K,0.00%,8.20%,1,0.00%,0.00%,1,,,,,,20,0,10,98.90%,0.00%,-13.40%
"San Jose, CA - Cherrywood",Jun-16,$700K,-11.40%,-4.10%,1,0.00%,0.00%,1,0.00%,,,,,20,0,10,97.90%,-1.00%,-14.40%
"San Jose, CA - Cherrywood",Jul-16,$700K,0.00%,,1,0.00%,,1,0.00%,,,,,20,0,,97.90%,0.00%,
"San Jose, CA - Cherrywood",Aug-16,$700K,0.00%,,1,0.00%,,,,,,,,20,0,,97.90%,0.00%,
"San Jose, CA - Cherrywood",Dec-16,$740K,,,1,,,2,,,1,,,43,,,105.70%,,
"San Jose, CA - Commodore",Nov-12,$575K,,,1,,,1,,,,,,36,,,99.60%,,
"San Jose, CA - Commodore",Dec-12,$575K,0.00%,,3,200.00%,,,,,,,,32,-4,,99.60%,0.00%,
"San Jose, CA - Commodore",Jan-13,$575K,0.00%,,4,33.30%,,2,,,,,,32,0,,99.70%,0.10%,
"San Jose, CA - Commodore",Feb-13,$575K,0.00%,,3,-25.00%,,2,0.00%,,,,,32,0,,99.70%,0.00%,
"San Jose, CA - Commodore",Mar-13,$509K,-11.60%,,3,0.00%,,2,0.00%,,,,,6,-26,,100.00%,0.20%,
"San Jose, CA - Commodore",Apr-13,$546K,7.30%,,2,-33.30%,,,,,,,,6,0,,100.00%,0.00%,
"San Jose, CA - Commodore",May-13,$546K,0.00%,,2,0.00%,,,,,,,,6,0,,100.00%,0.00%,
"San Jose, CA - Commodore",Dec-13,$582K,,1.20%,2,,-33.30%,,,,1,,,37,,5,99.30%,,-0.30%
"San Jose, CA - Commodore",Jan-14,$583K,0.10%,1.30%,3,50.00%,-25.00%,,,,,,,61,25,29,99.30%,0.00%,-0.40%
"San Jose, CA - Commodore",Feb-14,$583K,0.00%,1.40%,3,0.00%,0.00%,1,,-50.00%,1,,,61,0,29,99.30%,0.00%,-0.50%
"San Jose, CA - Commodore",Mar-14,$676K,15.90%,32.90%,1,-66.70%,-66.70%,1,0.00%,-50.00%,,,,151,90,145,99.20%,-0.10%,-0.80%
"San Jose, CA - Commodore",Apr-14,$700K,3.60%,28.20%,1,0.00%,-50.00%,3,200.00%,,,,,50,-101,44,100.00%,0.80%,0.00%
"San Jose, CA - Commodore",May-14,$730K,4.30%,33.70%,2,100.00%,0.00%,2,-33.30%,,,,,32,-18,26,102.90%,2.90%,2.90%
"San Jose, CA - Commodore",Jun-14,$700K,-4.10%,,3,50.00%,,2,0.00%,,,,,14,-18,,102.40%,-0.50%,
"San Jose, CA - Commodore",Jul-14,$713K,1.80%,,2,-33.30%,,1,-50.00%,,1,,,14,-1,,103.60%,1.20%,
"San Jose, CA - Commodore",Aug-14,$665K,-6.70%,,1,-50.00%,,1,0.00%,,,,,13,-1,,101.40%,-2.20%,
"San Jose, CA - Commodore",Nov-14,$762K,,,1,,,5,,,,,,33,,,99.70%,,
"San Jose, CA - Commodore",Dec-14,$683K,-10.40%,17.20%,3,200.00%,50.00%,3,-40.00%,,,,,33,0,-4,98.50%,-1.10%,-0.80%
"San Jose, CA - Commodore",Jan-15,$683K,0.00%,17.10%,5,66.70%,66.70%,,,,,,,14,-19,-47,97.90%,-0.70%,-1.40%
"San Jose, CA - Commodore",Feb-15,$680K,-0.40%,16.70%,4,-20.00%,33.30%,,,,,,,14,0,-47,97.40%,-0.40%,-1.80%
"San Jose, CA - Commodore",Mar-15,$665K,-2.20%,-1.60%,2,-50.00%,100.00%,,,,,,,13,-1,-138,96.90%,-0.60%,-2.30%
"San Jose, CA - Commodore",May-15,$675K,,-7.50%,1,,-50.00%,2,,0.00%,,,,12,,-20,104.20%,,1.20%
"San Jose, CA - Commodore",Jun-15,$675K,0.00%,-3.60%,1,0.00%,-66.70%,2,0.00%,0.00%,,,,12,0,-2,104.20%,0.00%,1.80%
"San Jose, CA - Commodore",Jul-15,$675K,0.00%,-5.30%,1,0.00%,-50.00%,2,0.00%,100.00%,1,,0.00%,12,0,-2,104.20%,0.00%,0.60%
"San Jose, CA - Commodore",Aug-15,$760K,12.60%,14.30%,1,0.00%,0.00%,2,0.00%,100.00%,,,,11,-1,-2,101.60%,-2.60%,0.20%
"San Jose, CA - Commodore",Sep-15,$760K,0.00%,,1,0.00%,,4,100.00%,,2,,,11,0,,101.60%,0.00%,
"San Jose, CA - Commodore",Oct-15,$776K,2.10%,,2,100.00%,,4,0.00%,,1,-50.00%,,11,0,,103.70%,2.10%,
"San Jose, CA - Commodore",Nov-15,$830K,7.00%,9.00%,3,50.00%,200.00%,4,0.00%,-20.00%,1,0.00%,,11,0,-22,106.10%,2.40%,6.50%
"San Jose, CA - Commodore",Dec-15,$830K,0.00%,21.60%,3,0.00%,0.00%,2,-50.00%,-33.30%,1,0.00%,,11,0,-22,106.10%,0.00%,7.60%
"San Jose, CA - Commodore",Jan-16,$840K,1.20%,23.10%,2,-33.30%,-60.00%,2,0.00%,,1,0.00%,,11,-1,-4,106.30%,0.10%,8.40%
"San Jose, CA - Commodore",Feb-16,$751K,-10.70%,10.40%,2,0.00%,-50.00%,3,50.00%,,1,0.00%,,40,30,26,99.90%,-6.30%,2.50%
"San Jose, CA - Commodore",Mar-16,$749K,-0.30%,12.60%,4,100.00%,100.00%,5,66.70%,,1,0.00%,,20,-20,7,101.80%,1.80%,4.90%
"San Jose, CA - Commodore",Apr-16,$759K,1.40%,,5,25.00%,,4,-20.00%,,1,0.00%,,14,-6,,101.70%,-0.10%,
"San Jose, CA - Commodore",May-16,$790K,4.00%,17.00%,4,-20.00%,300.00%,4,0.00%,100.00%,1,0.00%,,14,0,2,105.70%,4.00%,1.50%
"San Jose, CA - Commodore",Jun-16,$885K,12.10%,31.10%,3,-25.00%,200.00%,4,0.00%,100.00%,2,100.00%,,11,-3,-1,108.70%,3.00%,4.50%
"San Jose, CA - Commodore",Jul-16,$888K,0.30%,31.50%,2,-33.30%,100.00%,4,0.00%,100.00%,,,,13,2,1,112.40%,3.70%,8.20%
"San Jose, CA - Commodore",Aug-16,$885K,-0.30%,16.40%,5,150.00%,400.00%,5,25.00%,150.00%,,,,13,1,2,111.50%,-0.80%,9.90%
"San Jose, CA - Commodore",Sep-16,$863K,-2.50%,13.50%,6,20.00%,500.00%,6,20.00%,50.00%,3,,50.00%,12,-1,1,110.50%,-1.00%,8.90%
"San Jose, CA - Commodore",Oct-16,$863K,0.00%,11.10%,6,0.00%,200.00%,6,0.00%,50.00%,2,-33.30%,100.00%,12,0,1,110.50%,0.00%,6.70%
"San Jose, CA - Commodore",Nov-16,$900K,4.30%,8.40%,5,-16.70%,66.70%,5,-16.70%,25.00%,,,,15,3,4,107.50%,-2.90%,1.40%
"San Jose, CA - Commodore",Dec-16,$808K,-10.20%,-2.70%,5,0.00%,66.70%,4,-20.00%,100.00%,,,,16,1,5,105.80%,-1.80%,-0.30%
"San Jose, CA - Crossgate",May-12,$495K,,,2,,,,,,,,,84,,,97.60%,,
"San Jose, CA - Crossgate",Jun-12,$495K,0.00%,,2,0.00%,,1,,,1,,,84,0,,97.60%,0.00%,
"San Jose, CA - Crossgate",Jul-12,$495K,0.00%,41.40%,2,0.00%,100.00%,1,0.00%,,1,0.00%,,84,0,-363,97.60%,0.00%,4.00%
"San Jose, CA - Crossgate",Oct-12,$481K,,,1,,,1,,,1,,,95,,,98.40%,,
"San Jose, CA - Crossgate",Nov-12,$481K,0.00%,,1,0.00%,,1,0.00%,,,,,95,0,,98.40%,0.00%,
"San Jose, CA - Crossgate",Dec-12,$588K,22.20%,,2,100.00%,,1,0.00%,,,,,70,-25,,97.80%,-0.60%,
"San Jose, CA - Crossgate",Jan-13,$695K,18.20%,,1,-50.00%,,,,,,,,45,-25,,97.20%,-0.60%,
"San Jose, CA - Crossgate",Feb-13,$695K,0.00%,,1,0.00%,,,,,,,,45,0,,97.20%,0.00%,
"San Jose, CA - Cypress-Jurdo",May-12,$294K,,,1,,,,,,,,,59,,,87.80%,,
"San Jose, CA - Cypress-Jurdo",Jun-12,$294K,0.00%,,1,0.00%,,,,,,,,59,0,,87.80%,0.00%,
"San Jose, CA - Cypress-Jurdo",Jul-12,$294K,0.00%,,1,0.00%,,,,,,,,59,0,,87.80%,0.00%,
"San Jose, CA - Cypress-Jurdo",May-13,$825K,,180.60%,1,,0.00%,1,,,,,,7,,-52,114.10%,,26.30%
"San Jose, CA - Cypress-Jurdo",Jun-13,$825K,0.00%,180.60%,1,0.00%,0.00%,2,100.00%,,,,,7,0,-52,114.10%,0.00%,26.30%
"San Jose, CA - Cypress-Jurdo",Jul-13,$825K,0.00%,180.60%,1,0.00%,0.00%,1,-50.00%,,,,,7,0,-52,114.10%,0.00%,26.30%
"San Jose, CA - Cypress-Jurdo",Aug-13,$573K,-30.60%,,1,0.00%,,2,100.00%,,,,,6,-1,,97.90%,-16.30%,
"San Jose, CA - Cypress-Jurdo",Sep-13,$581K,1.50%,,2,100.00%,,2,0.00%,,1,,,7,1,,100.40%,2.50%,
"San Jose, CA - Cypress-Jurdo",Oct-13,$590K,1.50%,,3,50.00%,,2,0.00%,,,,,7,0,,101.60%,1.20%,
"San Jose, CA - Cypress-Jurdo",Nov-13,$590K,0.00%,,3,0.00%,,1,-50.00%,,,,,12,5,,103.80%,2.10%,
"San Jose, CA - Cypress-Jurdo",Dec-13,$567K,-3.90%,,2,-33.30%,,,,,,,,16,5,,104.20%,0.40%,
"San Jose, CA - Cypress-Jurdo",Jan-14,$365K,-35.60%,,1,-50.00%,,,,,,,,16,0,,104.30%,0.10%,
"San Jose, CA - Cypress-Jurdo",Mar-14,$530K,,,1,,,2,,,1,,,7,,,106.20%,,
"San Jose, CA - Cypress-Jurdo",Apr-14,$573K,8.00%,,2,100.00%,,2,0.00%,,,,,8,1,,103.50%,-2.70%,
"San Jose, CA - Cypress-Jurdo",May-14,$573K,0.00%,-30.60%,2,0.00%,100.00%,2,0.00%,100.00%,,,,8,0,1,103.50%,0.00%,-10.60%
"San Jose, CA - Cypress-Jurdo",Jun-14,$520K,-9.20%,-37.00%,2,0.00%,100.00%,2,0.00%,0.00%,,,,9,1,2,102.90%,-0.60%,-11.30%
"San Jose, CA - Cypress-Jurdo",Jul-14,$535K,2.90%,-35.20%,2,0.00%,100.00%,4,100.00%,300.00%,1,,,12,3,5,104.90%,2.00%,-9.20%
"San Jose, CA - Cypress-Jurdo",Aug-14,$535K,0.00%,-6.60%,2,0.00%,100.00%,3,-25.00%,50.00%,,,,12,0,6,104.90%,0.00%,7.00%
